County_State,County,State,Year,Unemployment_Rate
"Robertson County, TX",Robertson County,Texas,2011,9.5
"Robertson County, TX",Robertson County,Texas,2012,8
"Robertson County, TX",Robertson County,Texas,2013,7.1
"Robertson County, TX",Robertson County,Texas,2014,5.4
"Robertson County, TX",Robertson County,Texas,2015,4.8
"Robeson County, NC",Robeson County,North Carolina,2010,13.6
"Robeson County, NC",Robeson County,North Carolina,2011,14.2
"Robeson County, NC",Robeson County,North Carolina,2012,13.6
"Robeson County, NC",Robeson County,North Carolina,2013,11.5
"Robeson County, NC",Robeson County,North Carolina,2014,9.2
"Robeson County, NC",Robeson County,North Carolina,2015,8.4
"Rock County, MN",Rock County,Minnesota,2010,5.1
"Rock County, MN",Rock County,Minnesota,2011,4.2
"Rock County, MN",Rock County,Minnesota,2012,3.7
"Rock County, MN",Rock County,Minnesota,2013,3.2
"Rock County, MN",Rock County,Minnesota,2014,2.6
"Rock County, MN",Rock County,Minnesota,2015,2.2
"Rock County, NE",Rock County,Nebraska,2010,2.9
"Rock County, NE",Rock County,Nebraska,2011,2.7
"Rock County, NE",Rock County,Nebraska,2012,2.5
"Rock County, NE",Rock County,Nebraska,2013,3.1
"Rock County, NE",Rock County,Nebraska,2014,2.6
"Rock County, NE",Rock County,Nebraska,2015,2.7
"Rock County, WI",Rock County,Wisconsin,2010,11.1
"Rock County, WI",Rock County,Wisconsin,2011,9.3
"Rock County, WI",Rock County,Wisconsin,2012,8.2
"Rock County, WI",Rock County,Wisconsin,2013,7.7
"Rock County, WI",Rock County,Wisconsin,2014,6
"Rock County, WI",Rock County,Wisconsin,2015,5.1
"Rock Island County, IL",Rock Island County,Illinois,2010,9.6
"Rock Island County, IL",Rock Island County,Illinois,2011,8.5
"Rock Island County, IL",Rock Island County,Illinois,2012,8
"Rock Island County, IL",Rock Island County,Illinois,2013,8.3
"Rock Island County, IL",Rock Island County,Illinois,2014,7.1
"Rock Island County, IL",Rock Island County,Illinois,2015,6.4
"Rockbridge County, VA",Rockbridge County,Virginia,2010,7.7
"Rockbridge County, VA",Rockbridge County,Virginia,2011,6.8
"Rockbridge County, VA",Rockbridge County,Virginia,2012,6
"Rockbridge County, VA",Rockbridge County,Virginia,2013,5.7
"Rockbridge County, VA",Rockbridge County,Virginia,2014,5.2
"Rockbridge County, VA",Rockbridge County,Virginia,2015,4.6
"Rockcastle County, KY",Rockcastle County,Kentucky,2010,11.3
"Rockcastle County, KY",Rockcastle County,Kentucky,2011,11.4
"Rockcastle County, KY",Rockcastle County,Kentucky,2012,10.3
"Rockcastle County, KY",Rockcastle County,Kentucky,2013,9.2
"Rockcastle County, KY",Rockcastle County,Kentucky,2014,7.5
"Rockcastle County, KY",Rockcastle County,Kentucky,2015,6.3
"Rockdale County, GA",Rockdale County,Georgia,2010,11.4
"Rockdale County, GA",Rockdale County,Georgia,2011,11.1
"Rockdale County, GA",Rockdale County,Georgia,2012,10
"Rockdale County, GA",Rockdale County,Georgia,2013,9.1
"Rockdale County, GA",Rockdale County,Georgia,2014,7.9
"Rockdale County, GA",Rockdale County,Georgia,2015,6.6
"Rockingham County, NC",Rockingham County,North Carolina,2010,13.1
"Rockingham County, NC",Rockingham County,North Carolina,2011,12.3
"Rockingham County, NC",Rockingham County,North Carolina,2012,11.5
"Rockingham County, NC",Rockingham County,North Carolina,2013,9.4
"Rockingham County, NC",Rockingham County,North Carolina,2014,7.3
"Rockingham County, NC",Rockingham County,North Carolina,2015,6.5
"Rockingham County, NH",Rockingham County,New Hampshire,2010,6.3
"Rockingham County, NH",Rockingham County,New Hampshire,2011,5.7
"Rockingham County, NH",Rockingham County,New Hampshire,2012,5.8
"Rockingham County, NH",Rockingham County,New Hampshire,2013,5.6
"Rockingham County, NH",Rockingham County,New Hampshire,2014,4.6
"Rockingham County, NH",Rockingham County,New Hampshire,2015,3.6
"Rockingham County, VA",Rockingham County,Virginia,2010,6.9
"Rockingham County, VA",Rockingham County,Virginia,2011,6
"Rockingham County, VA",Rockingham County,Virginia,2012,5.6
"Rockingham County, VA",Rockingham County,Virginia,2013,5
"Rockingham County, VA",Rockingham County,Virginia,2014,4.6
"Rockingham County, VA",Rockingham County,Virginia,2015,4.1
"Rockland County, NY",Rockland County,New York,2010,7.6
"Rockland County, NY",Rockland County,New York,2011,7.2
"Rockland County, NY",Rockland County,New York,2012,7.4
"Rockland County, NY",Rockland County,New York,2013,6.4
"Rockland County, NY",Rockland County,New York,2014,5.2
"Rockland County, NY",Rockland County,New York,2015,4.6
"Rockwall County, TX",Rockwall County,Texas,2010,7.4
"Rockwall County, TX",Rockwall County,Texas,2011,7.3
"Rockwall County, TX",Rockwall County,Texas,2012,6.1
"Rockwall County, TX",Rockwall County,Texas,2013,5.8
"Rockwall County, TX",Rockwall County,Texas,2014,4.6
"Rockwall County, TX",Rockwall County,Texas,2015,3.8
"Roger Mills County, OK",Roger Mills County,Oklahoma,2010,4.4
"Roger Mills County, OK",Roger Mills County,Oklahoma,2011,3.1
"Roger Mills County, OK",Roger Mills County,Oklahoma,2012,2.8
"Roger Mills County, OK",Roger Mills County,Oklahoma,2013,3.1
"Roger Mills County, OK",Roger Mills County,Oklahoma,2014,2.7
"Roger Mills County, OK",Roger Mills County,Oklahoma,2015,4.1
"Rogers County, OK",Rogers County,Oklahoma,2010,6.6
"Rogers County, OK",Rogers County,Oklahoma,2011,5.5
"Rogers County, OK",Rogers County,Oklahoma,2012,4.8
"Rogers County, OK",Rogers County,Oklahoma,2013,4.9
"Rogers County, OK",Rogers County,Oklahoma,2014,4.1
"Rogers County, OK",Rogers County,Oklahoma,2015,4.3
"Rolette County, ND",Rolette County,North Dakota,2010,10.7
"Rolette County, ND",Rolette County,North Dakota,2011,10.6
"Rolette County, ND",Rolette County,North Dakota,2012,10.1
"Rolette County, ND",Rolette County,North Dakota,2013,12.3
"Rolette County, ND",Rolette County,North Dakota,2014,11.2
"Rolette County, ND",Rolette County,North Dakota,2015,10.3
"Rooks County, KS",Rooks County,Kansas,2010,6.2
"Rooks County, KS",Rooks County,Kansas,2011,5.3
"Rooks County, KS",Rooks County,Kansas,2012,4.6
"Rooks County, KS",Rooks County,Kansas,2013,4.2
"Rooks County, KS",Rooks County,Kansas,2014,3.6
"Rooks County, KS",Rooks County,Kansas,2015,4.6
"Roosevelt County, MT",Roosevelt County,Montana,2010,6.8
"Roosevelt County, MT",Roosevelt County,Montana,2011,6.8
"Roosevelt County, MT",Roosevelt County,Montana,2012,6.4
"Roosevelt County, MT",Roosevelt County,Montana,2013,5.4
"Roosevelt County, MT",Roosevelt County,Montana,2014,5.2
"Roosevelt County, MT",Roosevelt County,Montana,2015,5.4
"Roosevelt County, NM",Roosevelt County,New Mexico,2010,6
"Roosevelt County, NM",Roosevelt County,New Mexico,2011,5.5
"Roosevelt County, NM",Roosevelt County,New Mexico,2012,5.5
"Roosevelt County, NM",Roosevelt County,New Mexico,2013,5.6
"Roosevelt County, NM",Roosevelt County,New Mexico,2014,5.5
"Roosevelt County, NM",Roosevelt County,New Mexico,2015,5.5
"Roscommon County, MI",Roscommon County,Michigan,2010,16.2
"Roscommon County, MI",Roscommon County,Michigan,2011,14.2
"Roscommon County, MI",Roscommon County,Michigan,2012,13.3
"Roscommon County, MI",Roscommon County,Michigan,2013,13.8
"Roscommon County, MI",Roscommon County,Michigan,2014,11.5
"Roscommon County, MI",Roscommon County,Michigan,2015,9.1
"Roseau County, MN",Roseau County,Minnesota,2010,6.4
"Roseau County, MN",Roseau County,Minnesota,2011,5.4
"Roseau County, MN",Roseau County,Minnesota,2012,4.8
"Roseau County, MN",Roseau County,Minnesota,2013,4.5
"Roseau County, MN",Roseau County,Minnesota,2014,3.8
"Roseau County, MN",Roseau County,Minnesota,2015,4.1
"Rosebud County, MT",Rosebud County,Montana,2010,6.9
"Rosebud County, MT",Rosebud County,Montana,2011,7
"Rosebud County, MT",Rosebud County,Montana,2012,6.6
"Rosebud County, MT",Rosebud County,Montana,2013,6.3
"Rosebud County, MT",Rosebud County,Montana,2014,5.7
"Rosebud County, MT",Rosebud County,Montana,2015,5.5
"Ross County, OH",Ross County,Ohio,2010,12
"Ross County, OH",Ross County,Ohio,2011,9.9
"Ross County, OH",Ross County,Ohio,2012,8.4
"Ross County, OH",Ross County,Ohio,2013,8.7
"Ross County, OH",Ross County,Ohio,2014,6.4
"Ross County, OH",Ross County,Ohio,2015,5.4
"Routt County, CO",Routt County,Colorado,2010,9.7
"Routt County, CO",Routt County,Colorado,2011,8.5
"Routt County, CO",Routt County,Colorado,2012,7.3
"Routt County, CO",Routt County,Colorado,2013,5.8
"Routt County, CO",Routt County,Colorado,2014,4.1
"Routt County, CO",Routt County,Colorado,2015,3.1
"Rowan County, KY",Rowan County,Kentucky,2010,10.2
"Rowan County, KY",Rowan County,Kentucky,2011,9.5
"Rowan County, KY",Rowan County,Kentucky,2012,8.4
"Rowan County, KY",Rowan County,Kentucky,2013,8.2
"Rowan County, KY",Rowan County,Kentucky,2014,6.9
"Rowan County, KY",Rowan County,Kentucky,2015,5.9
"Rowan County, NC",Rowan County,North Carolina,2010,13.9
"Rowan County, NC",Rowan County,North Carolina,2011,12.4
"Rowan County, NC",Rowan County,North Carolina,2012,11.1
"Rowan County, NC",Rowan County,North Carolina,2013,9
"Rowan County, NC",Rowan County,North Carolina,2014,6.9
"Rowan County, NC",Rowan County,North Carolina,2015,6
"Runnels County, TX",Runnels County,Texas,2010,8.4
"Runnels County, TX",Runnels County,Texas,2011,7.6
"Runnels County, TX",Runnels County,Texas,2012,5.5
"Runnels County, TX",Runnels County,Texas,2013,5.3
"Runnels County, TX",Runnels County,Texas,2014,4.3
"Runnels County, TX",Runnels County,Texas,2015,3.7
"Rush County, IN",Rush County,Indiana,2010,10.9
"Rush County, IN",Rush County,Indiana,2011,9.4
"Rush County, IN",Rush County,Indiana,2012,8.4
"Rush County, IN",Rush County,Indiana,2013,7.3
"Rush County, IN",Rush County,Indiana,2014,5.6
"Rush County, IN",Rush County,Indiana,2015,4.3
"Rush County, KS",Rush County,Kansas,2010,5.3
"Rush County, KS",Rush County,Kansas,2011,4.3
"Rush County, KS",Rush County,Kansas,2012,4.6
"Rush County, KS",Rush County,Kansas,2013,4.3
"Rush County, KS",Rush County,Kansas,2014,3.5
"Rush County, KS",Rush County,Kansas,2015,3.5
"Rusk County, TX",Rusk County,Texas,2010,7.9
"Rusk County, TX",Rusk County,Texas,2011,7.3
"Rusk County, TX",Rusk County,Texas,2012,6.2
"Rusk County, TX",Rusk County,Texas,2013,6.3
"Rusk County, TX",Rusk County,Texas,2014,5
"Rusk County, TX",Rusk County,Texas,2015,4.8
"Rusk County, WI",Rusk County,Wisconsin,2010,12.1
