State,County,County_State,Year,Poverty_Rate
NY,Steuben County,"Steuben County, NY",2012,11.6
NY,Steuben County,"Steuben County, NY",2013,15.3
NY,Steuben County,"Steuben County, NY",2014,15.2
NY,Steuben County,"Steuben County, NY",2015,5.3
IA,Story County,"Story County, IA",2010,19.8
IA,Story County,"Story County, IA",2011,13.5
IA,Story County,"Story County, IA",2012,11.3
IA,Story County,"Story County, IA",2013,13.7
IA,Story County,"Story County, IA",2014,11.5
IA,Story County,"Story County, IA",2015,12
NH,Strafford County,"Strafford County, NH",2010,10.7
NH,Strafford County,"Strafford County, NH",2011,6.2
NH,Strafford County,"Strafford County, NH",2012,9.8
NH,Strafford County,"Strafford County, NH",2013,12.2
NH,Strafford County,"Strafford County, NH",2014,12.8
NH,Strafford County,"Strafford County, NH",2015,13.7
VA,Suffolk city,"Suffolk city, VA",2010,11.3
VA,Suffolk city,"Suffolk city, VA",2011,18.8
VA,Suffolk city,"Suffolk city, VA",2012,17.1
VA,Suffolk city,"Suffolk city, VA",2013,6.5
VA,Suffolk city,"Suffolk city, VA",2014,5
VA,Suffolk city,"Suffolk city, VA",2015,7.7
MA,Suffolk County,"Suffolk County, MA",2010,22.8
MA,Suffolk County,"Suffolk County, MA",2011,8.2
MA,Suffolk County,"Suffolk County, MA",2012,7.6
MA,Suffolk County,"Suffolk County, MA",2013,6.9
MA,Suffolk County,"Suffolk County, MA",2014,6.3
MA,Suffolk County,"Suffolk County, MA",2015,7.5
NY,Suffolk County,"Suffolk County, NY",2010,6.2
NY,Suffolk County,"Suffolk County, NY",2011,6.8
NY,Suffolk County,"Suffolk County, NY",2012,15.7
NY,Suffolk County,"Suffolk County, NY",2013,14.7
NY,Suffolk County,"Suffolk County, NY",2014,13.1
NY,Suffolk County,"Suffolk County, NY",2015,13.8
NY,Sullivan County,"Sullivan County, NY",2010,20.5
NY,Sullivan County,"Sullivan County, NY",2011,14.4
NY,Sullivan County,"Sullivan County, NY",2012,19.7
NY,Sullivan County,"Sullivan County, NY",2013,12.8
NY,Sullivan County,"Sullivan County, NY",2014,14.5
NY,Sullivan County,"Sullivan County, NY",2015,11.8
TN,Sullivan County,"Sullivan County, TN",2010,18.4
TN,Sullivan County,"Sullivan County, TN",2011,11.3
TN,Sullivan County,"Sullivan County, TN",2012,18.3
TN,Sullivan County,"Sullivan County, TN",2013,16.5
TN,Sullivan County,"Sullivan County, TN",2014,17.8
TN,Sullivan County,"Sullivan County, TN",2015,17.7
OH,Summit County,"Summit County, OH",2010,15.3
OH,Summit County,"Summit County, OH",2011,19.3
OH,Summit County,"Summit County, OH",2012,20.3
OH,Summit County,"Summit County, OH",2013,5.8
OH,Summit County,"Summit County, OH",2014,6.6
OH,Summit County,"Summit County, OH",2015,16.4
TN,Sumner County,"Sumner County, TN",2010,13.8
TN,Sumner County,"Sumner County, TN",2011,15
TN,Sumner County,"Sumner County, TN",2012,26.5
TN,Sumner County,"Sumner County, TN",2013,21.8
TN,Sumner County,"Sumner County, TN",2014,21.4
TN,Sumner County,"Sumner County, TN",2015,15
FL,Sumter County,"Sumter County, FL",2010,11.7
FL,Sumter County,"Sumter County, FL",2011,14
FL,Sumter County,"Sumter County, FL",2012,12.5
FL,Sumter County,"Sumter County, FL",2013,10.5
FL,Sumter County,"Sumter County, FL",2014,9.3
FL,Sumter County,"Sumter County, FL",2015,11.5
SC,Sumter County,"Sumter County, SC",2010,20.4
SC,Sumter County,"Sumter County, SC",2011,20.3
SC,Sumter County,"Sumter County, SC",2012,15.1
SC,Sumter County,"Sumter County, SC",2013,19.3
SC,Sumter County,"Sumter County, SC",2014,17.7
SC,Sumter County,"Sumter County, SC",2015,13.8
NC,Surry County,"Surry County, NC",2010,19.3
NC,Surry County,"Surry County, NC",2011,15.1
NC,Surry County,"Surry County, NC",2012,24.1
NC,Surry County,"Surry County, NC",2013,17
NC,Surry County,"Surry County, NC",2014,13.2
NC,Surry County,"Surry County, NC",2015,17.6
DE,Sussex County,"Sussex County, DE",2010,13.8
DE,Sussex County,"Sussex County, DE",2011,10.8
DE,Sussex County,"Sussex County, DE",2012,15.4
DE,Sussex County,"Sussex County, DE",2013,14.3
DE,Sussex County,"Sussex County, DE",2014,13.2
DE,Sussex County,"Sussex County, DE",2015,12.2
NJ,Sussex County,"Sussex County, NJ",2010,5.9
NJ,Sussex County,"Sussex County, NJ",2011,4.6
NJ,Sussex County,"Sussex County, NJ",2012,15.6
NJ,Sussex County,"Sussex County, NJ",2013,4.3
NJ,Sussex County,"Sussex County, NJ",2014,4.7
NJ,Sussex County,"Sussex County, NJ",2015,7.4
CA,Sutter County,"Sutter County, CA",2010,17.1
CA,Sutter County,"Sutter County, CA",2011,14.9
CA,Sutter County,"Sutter County, CA",2012,20.5
CA,Sutter County,"Sutter County, CA",2013,17.4
CA,Sutter County,"Sutter County, CA",2014,13.8
CA,Sutter County,"Sutter County, CA",2015,18.6
AL,Talladega County,"Talladega County, AL",2010,23.6
AL,Talladega County,"Talladega County, AL",2011,27.6
AL,Talladega County,"Talladega County, AL",2012,24.6
AL,Talladega County,"Talladega County, AL",2013,17.5
AL,Talladega County,"Talladega County, AL",2014,23.3
AL,Talladega County,"Talladega County, AL",2015,23
LA,Tangipahoa Parish,"Tangipahoa Parish, LA",2010,21.9
LA,Tangipahoa Parish,"Tangipahoa Parish, LA",2011,11.6
LA,Tangipahoa Parish,"Tangipahoa Parish, LA",2012,25.7
LA,Tangipahoa Parish,"Tangipahoa Parish, LA",2013,28
LA,Tangipahoa Parish,"Tangipahoa Parish, LA",2014,32.3
LA,Tangipahoa Parish,"Tangipahoa Parish, LA",2015,22
TX,Tarrant County,"Tarrant County, TX",2010,14.5
TX,Tarrant County,"Tarrant County, TX",2011,9.8
TX,Tarrant County,"Tarrant County, TX",2012,17.6
TX,Tarrant County,"Tarrant County, TX",2013,12
TX,Tarrant County,"Tarrant County, TX",2014,11.1
TX,Tarrant County,"Tarrant County, TX",2015,20.3
TX,Taylor County,"Taylor County, TX",2010,18.4
TX,Taylor County,"Taylor County, TX",2011,3.8
TX,Taylor County,"Taylor County, TX",2012,9.9
TX,Taylor County,"Taylor County, TX",2013,28.5
TX,Taylor County,"Taylor County, TX",2014,22.1
TX,Taylor County,"Taylor County, TX",2015,6.8
IL,Tazewell County,"Tazewell County, IL",2010,10.1
IL,Tazewell County,"Tazewell County, IL",2011,17.3
IL,Tazewell County,"Tazewell County, IL",2012,19.7
IL,Tazewell County,"Tazewell County, IL",2013,18.3
IL,Tazewell County,"Tazewell County, IL",2014,19.3
IL,Tazewell County,"Tazewell County, IL",2015,12.8
LA,Terrebonne Parish,"Terrebonne Parish, LA",2010,19
LA,Terrebonne Parish,"Terrebonne Parish, LA",2011,22.5
LA,Terrebonne Parish,"Terrebonne Parish, LA",2012,13.6
LA,Terrebonne Parish,"Terrebonne Parish, LA",2013,10.4
LA,Terrebonne Parish,"Terrebonne Parish, LA",2014,10.8
LA,Terrebonne Parish,"Terrebonne Parish, LA",2015,28.2
WA,Thurston County,"Thurston County, WA",2010,10.1
WA,Thurston County,"Thurston County, WA",2011,12.3
WA,Thurston County,"Thurston County, WA",2012,11.9
WA,Thurston County,"Thurston County, WA",2013,18.7
WA,Thurston County,"Thurston County, WA",2014,13.8
WA,Thurston County,"Thurston County, WA",2015,15.1
IN,Tippecanoe County,"Tippecanoe County, IN",2010,21.4
IN,Tippecanoe County,"Tippecanoe County, IN",2011,19.6
IN,Tippecanoe County,"Tippecanoe County, IN",2012,10.8
IN,Tippecanoe County,"Tippecanoe County, IN",2013,13.3
IN,Tippecanoe County,"Tippecanoe County, IN",2014,10.4
IN,Tippecanoe County,"Tippecanoe County, IN",2015,13.1
CT,Tolland County,"Tolland County, CT",2010,5.4
CT,Tolland County,"Tolland County, CT",2011,8.7
CT,Tolland County,"Tolland County, CT",2012,7
CT,Tolland County,"Tolland County, CT",2013,5.3
CT,Tolland County,"Tolland County, CT",2014,7.3
CT,Tolland County,"Tolland County, CT",2015,11.4
TX,Tom Green County,"Tom Green County, TX",2010,20.6
TX,Tom Green County,"Tom Green County, TX",2011,20.4
TX,Tom Green County,"Tom Green County, TX",2012,23.4
TX,Tom Green County,"Tom Green County, TX",2013,17.8
TX,Tom Green County,"Tom Green County, TX",2014,16
TX,Tom Green County,"Tom Green County, TX",2015,10.3
NY,Tompkins County,"Tompkins County, NY",2010,21.8
NY,Tompkins County,"Tompkins County, NY",2011,19
NY,Tompkins County,"Tompkins County, NY",2012,5.9
NY,Tompkins County,"Tompkins County, NY",2013,15
NY,Tompkins County,"Tompkins County, NY",2014,14.8
NY,Tompkins County,"Tompkins County, NY",2015,14.4
TX,Travis County,"Travis County, TX",2010,19.2
TX,Travis County,"Travis County, TX",2011,17.5
TX,Travis County,"Travis County, TX",2012,12.9
TX,Travis County,"Travis County, TX",2013,13.9
TX,Travis County,"Travis County, TX",2014,15.9
TX,Travis County,"Travis County, TX",2015,25.7
GA,Troup County,"Troup County, GA",2010,21
GA,Troup County,"Troup County, GA",2011,13.5
GA,Troup County,"Troup County, GA",2012,26.4
GA,Troup County,"Troup County, GA",2013,26.8
GA,Troup County,"Troup County, GA",2014,24.9
GA,Troup County,"Troup County, GA",2015,7.8
OH,Trumbull County,"Trumbull County, OH",2010,18.4
OH,Trumbull County,"Trumbull County, OH",2011,26.9
OH,Trumbull County,"Trumbull County, OH",2012,15.4
OH,Trumbull County,"Trumbull County, OH",2013,8.9
OH,Trumbull County,"Trumbull County, OH",2014,10.7
OH,Trumbull County,"Trumbull County, OH",2015,19.1
CA,Tulare County,"Tulare County, CA",2010,24.5
CA,Tulare County,"Tulare County, CA",2011,25.7
CA,Tulare County,"Tulare County, CA",2012,30.4
CA,Tulare County,"Tulare County, CA",2013,30.1
CA,Tulare County,"Tulare County, CA",2014,28.6
CA,Tulare County,"Tulare County, CA",2015,27.6
OK,Tulsa County,"Tulsa County, OK",2010,16.3
OK,Tulsa County,"Tulsa County, OK",2011,24.8
OK,Tulsa County,"Tulsa County, OK",2012,15.8
OK,Tulsa County,"Tulsa County, OK",2013,5.3
OK,Tulsa County,"Tulsa County, OK",2014,6.9
OK,Tulsa County,"Tulsa County, OK",2015,11.1
AL,Tuscaloosa County,"Tuscaloosa County, AL",2010,17.6
AL,Tuscaloosa County,"Tuscaloosa County, AL",2011,20.4
AL,Tuscaloosa County,"Tuscaloosa County, AL",2012,19.7
AL,Tuscaloosa County,"Tuscaloosa County, AL",2013,16.4
AL,Tuscaloosa County,"Tuscaloosa County, AL",2014,17.5
AL,Tuscaloosa County,"Tuscaloosa County, AL",2015,20.2
OH,Tuscarawas County,"Tuscarawas County, OH",2010,14.9
OH,Tuscarawas County,"Tuscarawas County, OH",2011,16.3
OH,Tuscarawas County,"Tuscarawas County, OH",2012,18.9
OH,Tuscarawas County,"Tuscarawas County, OH",2013,18.7
OH,Tuscarawas County,"Tuscarawas County, OH",2014,19.6
OH,Tuscarawas County,"Tuscarawas County, OH",2015,7.2
ID,Twin Falls County,"Twin Falls County, ID",2010,13.5
ID,Twin Falls County,"Twin Falls County, ID",2011,16.6
ID,Twin Falls County,"Twin Falls County, ID",2012,22.2
ID,Twin Falls County,"Twin Falls County, ID",2013,21.2
ID,Twin Falls County,"Twin Falls County, ID",2014,18.2
ID,Twin Falls County,"Twin Falls County, ID",2015,13.2
NY,Ulster County,"Ulster County, NY",2010,12.3
NY,Ulster County,"Ulster County, NY",2011,6.4
NY,Ulster County,"Ulster County, NY",2012,11.5
NY,Ulster County,"Ulster County, NY",2013,22.6
NY,Ulster County,"Ulster County, NY",2014,18.8
NY,Ulster County,"Ulster County, NY",2015,14.1
OR,Umatilla County,"Umatilla County, OR",2010,14.3
OR,Umatilla County,"Umatilla County, OR",2011,20.9
OR,Umatilla County,"Umatilla County, OR",2012,19
OR,Umatilla County,"Umatilla County, OR",2013,19.3
OR,Umatilla County,"Umatilla County, OR",2014,20.1
OR,Umatilla County,"Umatilla County, OR",2015,9.3
NJ,Union County,"Union County, NJ",2010,11.1
NJ,Union County,"Union County, NJ",2011,5.8
NJ,Union County,"Union County, NJ",2012,10.7
NJ,Union County,"Union County, NJ",2013,10.2
NJ,Union County,"Union County, NJ",2014,12
NJ,Union County,"Union County, NJ",2015,4.9
NC,Union County,"Union County, NC",2010,7.8
NC,Union County,"Union County, NC",2011,19.2
NC,Union County,"Union County, NC",2012,18.4
NC,Union County,"Union County, NC",2013,16
NC,Union County,"Union County, NC",2014,14.1
NC,Union County,"Union County, NC",2015,15.4
UT,Utah County,"Utah County, UT",2010,14.6
UT,Utah County,"Utah County, UT",2011,7.1
UT,Utah County,"Utah County, UT",2012,22.7
UT,Utah County,"Utah County, UT",2013,12.3
UT,Utah County,"Utah County, UT",2014,15.2
UT,Utah County,"Utah County, UT",2015,13.1
NM,Valencia County,"Valencia County, NM",2010,26.2
NM,Valencia County,"Valencia County, NM",2011,16.8
NM,Valencia County,"Valencia County, NM",2012,39.8
NM,Valencia County,"Valencia County, NM",2013,27.8
NM,Valencia County,"Valencia County, NM",2014,29.6
NM,Valencia County,"Valencia County, NM",2015,21.3
MI,Van Buren County,"Van Buren County, MI",2010,14.8
MI,Van Buren County,"Van Buren County, MI",2011,14.5
MI,Van Buren County,"Van Buren County, MI",2012,16.1
MI,Van Buren County,"Van Buren County, MI",2013,15.9
MI,Van Buren County,"Van Buren County, MI",2014,13.6
MI,Van Buren County,"Van Buren County, MI",2015,18.4
IN,Vanderburgh County,"Vanderburgh County, IN",2010,16.7
IN,Vanderburgh County,"Vanderburgh County, IN",2011,22.2
IN,Vanderburgh County,"Vanderburgh County, IN",2012,16.4
IN,Vanderburgh County,"Vanderburgh County, IN",2013,20.4
IN,Vanderburgh County,"Vanderburgh County, IN",2014,17.2
IN,Vanderburgh County,"Vanderburgh County, IN",2015,13.3
CA,Ventura County,"Ventura County, CA",2010,10.7
CA,Ventura County,"Ventura County, CA",2011,11.3
CA,Ventura County,"Ventura County, CA",2012,11.5
CA,Ventura County,"Ventura County, CA",2013,11.9
CA,Ventura County,"Ventura County, CA",2014,11.3
CA,Ventura County,"Ventura County, CA",2015,9.6
IL,Vermilion County,"Vermilion County, IL",2010,21.4
IL,Vermilion County,"Vermilion County, IL",2011,12.2
IL,Vermilion County,"Vermilion County, IL",2012,14.4
IL,Vermilion County,"Vermilion County, IL",2013,15.6
IL,Vermilion County,"Vermilion County, IL",2014,16.1
IL,Vermilion County,"Vermilion County, IL",2015,16
TX,Victoria County,"Victoria County, TX",2010,19.1
TX,Victoria County,"Victoria County, TX",2011,17.1
TX,Victoria County,"Victoria County, TX",2012,6.5
TX,Victoria County,"Victoria County, TX",2013,12.4
TX,Victoria County,"Victoria County, TX",2014,9.6
TX,Victoria County,"Victoria County, TX",2015,20.3
IN,Vigo County,"Vigo County, IN",2010,18.1
IN,Vigo County,"Vigo County, IN",2011,15
IN,Vigo County,"Vigo County, IN",2012,21
IN,Vigo County,"Vigo County, IN",2013,20.5
IN,Vigo County,"Vigo County, IN",2014,23.6
IN,Vigo County,"Vigo County, IN",2015,16.9
VA,Virginia Beach city,"Virginia Beach city, VA",2010,7.5
VA,Virginia Beach city,"Virginia Beach city, VA",2011,17.2
VA,Virginia Beach city,"Virginia Beach city, VA",2012,24.7
VA,Virginia Beach city,"Virginia Beach city, VA",2013,8.2
VA,Virginia Beach city,"Virginia Beach city, VA",2014,9.8
VA,Virginia Beach city,"Virginia Beach city, VA",2015,3.7
FL,Volusia County,"Volusia County, FL",2010,16.3
FL,Volusia County,"Volusia County, FL",2011,17.1
FL,Volusia County,"Volusia County, FL",2012,19.8
FL,Volusia County,"Volusia County, FL",2013,16.2
FL,Volusia County,"Volusia County, FL",2014,17.6
FL,Volusia County,"Volusia County, FL",2015,8.1
OK,Wagoner County,"Wagoner County, OK",2010,12.2
OK,Wagoner County,"Wagoner County, OK",2011,18
OK,Wagoner County,"Wagoner County, OK",2012,22.4
OK,Wagoner County,"Wagoner County, OK",2013,13.2
OK,Wagoner County,"Wagoner County, OK",2014,13
OK,Wagoner County,"Wagoner County, OK",2015,12.3
NC,Wake County,"Wake County, NC",2010,12
NC,Wake County,"Wake County, NC",2011,19.4
NC,Wake County,"Wake County, NC",2012,34.5
NC,Wake County,"Wake County, NC",2013,25.6
NC,Wake County,"Wake County, NC",2014,23.5
NC,Wake County,"Wake County, NC",2015,14.7
AL,Walker County,"Walker County, AL",2010,25.7
AL,Walker County,"Walker County, AL",2011,23.6
AL,Walker County,"Walker County, AL",2012,21.7
AL,Walker County,"Walker County, AL",2013,23.2
AL,Walker County,"Walker County, AL",2014,25.2
AL,Walker County,"Walker County, AL",2015,20.7
GA,Walker County,"Walker County, GA",2010,15.8
GA,Walker County,"Walker County, GA",2011,22.1
GA,Walker County,"Walker County, GA",2012,18.1
GA,Walker County,"Walker County, GA",2013,16.5
GA,Walker County,"Walker County, GA",2014,18.2
GA,Walker County,"Walker County, GA",2015,23.1
TX,Walker County,"Walker County, TX",2010,27
TX,Walker County,"Walker County, TX",2011,16.6
TX,Walker County,"Walker County, TX",2012,13.3
TX,Walker County,"Walker County, TX",2013,21.7
TX,Walker County,"Walker County, TX",2014,21.2
TX,Walker County,"Walker County, TX",2015,17.2
GA,Walton County,"Walton County, GA",2010,15
GA,Walton County,"Walton County, GA",2011,16.7
GA,Walton County,"Walton County, GA",2012,22.5
GA,Walton County,"Walton County, GA",2013,26.3
GA,Walton County,"Walton County, GA",2014,18.6
GA,Walton County,"Walton County, GA",2015,16
WI,Walworth County,"Walworth County, WI",2010,12.8
WI,Walworth County,"Walworth County, WI",2011,12.7
WI,Walworth County,"Walworth County, WI",2012,9.2
WI,Walworth County,"Walworth County, WI",2013,10.7
WI,Walworth County,"Walworth County, WI",2014,11.1
WI,Walworth County,"Walworth County, WI",2015,12.8
KY,Warren County,"Warren County, KY",2010,21.4
KY,Warren County,"Warren County, KY",2011,20.5
KY,Warren County,"Warren County, KY",2012,24.9
KY,Warren County,"Warren County, KY",2013,19.9
KY,Warren County,"Warren County, KY",2014,20
KY,Warren County,"Warren County, KY",2015,13.1
NJ,Warren County,"Warren County, NJ",2010,7.1
NJ,Warren County,"Warren County, NJ",2011,10.7
NJ,Warren County,"Warren County, NJ",2012,6.3
NJ,Warren County,"Warren County, NJ",2013,16.6
NJ,Warren County,"Warren County, NJ",2014,18.5
NJ,Warren County,"Warren County, NJ",2015,10.9
NY,Warren County,"Warren County, NY",2010,8.5
NY,Warren County,"Warren County, NY",2011,16.6
NY,Warren County,"Warren County, NY",2012,15.8
NY,Warren County,"Warren County, NY",2013,7.8
NY,Warren County,"Warren County, NY",2014,6.9
NY,Warren County,"Warren County, NY",2015,18.2
OH,Warren County,"Warren County, OH",2010,5.1
OH,Warren County,"Warren County, OH",2011,16.6
OH,Warren County,"Warren County, OH",2012,19.5
OH,Warren County,"Warren County, OH",2013,21.4
OH,Warren County,"Warren County, OH",2014,19.3
OH,Warren County,"Warren County, OH",2015,11.5
AR,Washington County,"Washington County, AR",2010,21
AR,Washington County,"Washington County, AR",2011,21.5
AR,Washington County,"Washington County, AR",2012,19.7
AR,Washington County,"Washington County, AR",2013,22.5
AR,Washington County,"Washington County, AR",2014,20.4
AR,Washington County,"Washington County, AR",2015,17.5
MD,Washington County,"Washington County, MD",2010,11
MD,Washington County,"Washington County, MD",2011,7.9
MD,Washington County,"Washington County, MD",2012,10.2
MD,Washington County,"Washington County, MD",2013,9.8
MD,Washington County,"Washington County, MD",2014,10.2
