id,County,County_State,Year,Farm_Earn_Percentage,Total_Earnings,Farm_Earnings,Nonfarm_Earnings,,
27105,Nobles County,"Nobles County, MN",2008,18.83,579806,109197,470609,,
27105,Nobles County,"Nobles County, MN",2009,12.41,560462,69569,490893,,
27105,Nobles County,"Nobles County, MN",2010,15.74,601932,94719,507213,,
27105,Nobles County,"Nobles County, MN",2011,20.97,668074,140109,527965,,
27105,Nobles County,"Nobles County, MN",2012,19.72,683672,134811,548861,,
27105,Nobles County,"Nobles County, MN",2013,17.24,674438,116272,558166,,
27105,Nobles County,"Nobles County, MN",2014,16.05,696307,111756,584551,,
27105,Nobles County,"Nobles County, MN",2015,13.72,736031,100975,635056,,
27107,Norman County,"Norman County, MN",2002,14.00,89259,12494,76765,,
27107,Norman County,"Norman County, MN",2003,40.79,130834,53364,77470,,
27107,Norman County,"Norman County, MN",2004,23.72,108452,25730,82722,,
27107,Norman County,"Norman County, MN",2005,32.21,119121,38371,80750,,
27107,Norman County,"Norman County, MN",2006,34.46,126020,43424,82596,,
27107,Norman County,"Norman County, MN",2007,37.99,132094,50185,81909,,
27107,Norman County,"Norman County, MN",2008,52.08,170335,88703,81632,,
27107,Norman County,"Norman County, MN",2009,17.98,104991,18880,86111,,
27107,Norman County,"Norman County, MN",2010,28.06,126793,35581,91212,,
27107,Norman County,"Norman County, MN",2011,31.89,140108,44683,95425,,
27107,Norman County,"Norman County, MN",2012,42.64,166842,71149,95693,,
27107,Norman County,"Norman County, MN",2013,37.63,146636,55172,91464,,
27107,Norman County,"Norman County, MN",2014,-0.26,92920,-237,93157,,
27107,Norman County,"Norman County, MN",2015,4.47,99678,4459,95219,,
27109,Olmsted County,"Olmsted County, MN",2002,-0.02,4448241,-932,4449173,,
27109,Olmsted County,"Olmsted County, MN",2003,0.12,4804819,5681,4799138,,
27109,Olmsted County,"Olmsted County, MN",2004,0.41,5034585,20753,5013832,,
27109,Olmsted County,"Olmsted County, MN",2005,0.58,5111805,29648,5082157,,
27109,Olmsted County,"Olmsted County, MN",2006,0.44,5297549,23384,5274165,,
27109,Olmsted County,"Olmsted County, MN",2007,0.41,5575832,22935,5552897,,
27109,Olmsted County,"Olmsted County, MN",2008,0.51,5711404,29053,5682351,,
27109,Olmsted County,"Olmsted County, MN",2009,0.17,5741569,9486,5732083,,
27109,Olmsted County,"Olmsted County, MN",2010,0.36,6166738,22105,6144633,,
27109,Olmsted County,"Olmsted County, MN",2011,0.77,6085225,46574,6038651,,
27109,Olmsted County,"Olmsted County, MN",2012,1.05,6402409,66966,6335443,,
27109,Olmsted County,"Olmsted County, MN",2013,1.33,6634568,88011,6546557,,
27109,Olmsted County,"Olmsted County, MN",2014,0.56,6756703,37610,6719093,,
27109,Olmsted County,"Olmsted County, MN",2015,0.50,7034942,35060,6999882,,
27111,Otter Tail County,"Otter Tail County, MN",2002,3.07,856482,26320,830162,,
27111,Otter Tail County,"Otter Tail County, MN",2003,5.39,923793,49838,873955,,
27111,Otter Tail County,"Otter Tail County, MN",2004,5.34,979657,52338,927319,,
27111,Otter Tail County,"Otter Tail County, MN",2005,5.55,989285,54891,934394,,
27111,Otter Tail County,"Otter Tail County, MN",2006,5.07,988082,50113,937969,,
27111,Otter Tail County,"Otter Tail County, MN",2007,4.57,1015667,46389,969278,,
27111,Otter Tail County,"Otter Tail County, MN",2008,9.37,1102533,103338,999195,,
27111,Otter Tail County,"Otter Tail County, MN",2009,3.72,1048348,38999,1009349,,
27111,Otter Tail County,"Otter Tail County, MN",2010,4.96,1108955,55003,1053952,,
27111,Otter Tail County,"Otter Tail County, MN",2011,6.82,1196666,81585,1115081,,
27111,Otter Tail County,"Otter Tail County, MN",2012,9.51,1285384,122282,1163102,,
27111,Otter Tail County,"Otter Tail County, MN",2013,11.39,1347408,153516,1193892,,
27111,Otter Tail County,"Otter Tail County, MN",2014,9.74,1395132,135901,1259231,,
27111,Otter Tail County,"Otter Tail County, MN",2015,7.24,1388907,100578,1288329,,
27113,Pennington County,"Pennington County, MN",2002,0.94,320910,3024,317886,,
27113,Pennington County,"Pennington County, MN",2003,5.54,353358,19591,333767,,
27113,Pennington County,"Pennington County, MN",2004,0.66,359356,2361,356995,,
27113,Pennington County,"Pennington County, MN",2005,2.37,390795,9273,381522,,
27113,Pennington County,"Pennington County, MN",2006,1.63,399704,6503,393201,,
27113,Pennington County,"Pennington County, MN",2007,2.12,420984,8930,412054,,
27113,Pennington County,"Pennington County, MN",2008,5.53,449737,24878,424859,,
27113,Pennington County,"Pennington County, MN",2009,-0.85,414101,-3514,417615,,
27113,Pennington County,"Pennington County, MN",2010,1.07,472671,5059,467612,,
27113,Pennington County,"Pennington County, MN",2011,2.74,512512,14068,498444,,
27113,Pennington County,"Pennington County, MN",2012,5.17,593695,30709,562986,,
27113,Pennington County,"Pennington County, MN",2013,4.53,600174,27181,572993,,
27113,Pennington County,"Pennington County, MN",2014,2.08,610774,12708,598066,,
27113,Pennington County,"Pennington County, MN",2015,2.98,629353,18735,610618,,
27115,Pine County,"Pine County, MN",2002,0.52,303515,1585,301930,,
27115,Pine County,"Pine County, MN",2003,1.57,315025,4945,310080,,
27115,Pine County,"Pine County, MN",2004,2.22,331399,7360,324039,,
27115,Pine County,"Pine County, MN",2005,1.76,326002,5751,320251,,
27115,Pine County,"Pine County, MN",2006,2.38,326177,7772,318405,,
27115,Pine County,"Pine County, MN",2007,2.44,335984,8200,327784,,
27115,Pine County,"Pine County, MN",2008,2.78,350137,9720,340417,,
27115,Pine County,"Pine County, MN",2009,1.56,348935,5453,343482,,
27115,Pine County,"Pine County, MN",2010,2.68,366875,9822,357053,,
27115,Pine County,"Pine County, MN",2011,3.37,376863,12695,364168,,
27115,Pine County,"Pine County, MN",2012,3.64,380371,13836,366535,,
27115,Pine County,"Pine County, MN",2013,3.09,377983,11694,366289,,
27115,Pine County,"Pine County, MN",2014,4.09,391826,16019,375807,,
27115,Pine County,"Pine County, MN",2015,2.11,402321,8494,393827,,
27117,Pipestone County,"Pipestone County, MN",2002,6.22,164936,10253,154683,,
27117,Pipestone County,"Pipestone County, MN",2003,10.08,183257,18480,164777,,
27117,Pipestone County,"Pipestone County, MN",2004,16.19,216646,35073,181573,,
27117,Pipestone County,"Pipestone County, MN",2005,19.65,230890,45361,185529,,
27117,Pipestone County,"Pipestone County, MN",2006,16.27,221965,36117,185848,,
27117,Pipestone County,"Pipestone County, MN",2007,15.76,230743,36362,194381,,
27117,Pipestone County,"Pipestone County, MN",2008,21.40,275576,58971,216605,,
27117,Pipestone County,"Pipestone County, MN",2009,17.55,261115,45831,215284,,
27117,Pipestone County,"Pipestone County, MN",2010,25.37,293512,74464,219048,,
27117,Pipestone County,"Pipestone County, MN",2011,30.91,317161,98023,219138,,
27117,Pipestone County,"Pipestone County, MN",2012,32.16,329463,105946,223517,,
27117,Pipestone County,"Pipestone County, MN",2013,27.72,313598,86926,226672,,
27117,Pipestone County,"Pipestone County, MN",2014,28.67,340536,97644,242892,,
27117,Pipestone County,"Pipestone County, MN",2015,21.14,335805,71005,264800,,
27119,Polk County,"Polk County, MN",2002,2.95,452218,13337,438881,,
27119,Polk County,"Polk County, MN",2003,14.41,548455,79023,469432,,
27119,Polk County,"Polk County, MN",2004,5.52,524023,28916,495107,,
27119,Polk County,"Polk County, MN",2005,8.52,551300,46961,504339,,
27119,Polk County,"Polk County, MN",2006,11.33,577444,65410,512034,,
27119,Polk County,"Polk County, MN",2007,12.17,594510,72366,522144,,
27119,Polk County,"Polk County, MN",2008,23.29,706764,164594,542170,,
27119,Polk County,"Polk County, MN",2009,8.54,614972,52544,562428,,
27119,Polk County,"Polk County, MN",2010,10.93,658408,71933,586475,,
27119,Polk County,"Polk County, MN",2011,13.85,703961,97489,606472,,
27119,Polk County,"Polk County, MN",2012,20.02,794622,159059,635563,,
27119,Polk County,"Polk County, MN",2013,22.35,823460,184014,639446,,
27119,Polk County,"Polk County, MN",2014,7.07,715035,50530,664505,,
27119,Polk County,"Polk County, MN",2015,3.65,709373,25871,683502,,
27121,Pope County,"Pope County, MN",2002,6.82,158836,10831,148005,,
27121,Pope County,"Pope County, MN",2003,10.16,176549,17934,158615,,
27121,Pope County,"Pope County, MN",2004,13.30,190134,25281,164853,,
27121,Pope County,"Pope County, MN",2005,16.18,196241,31746,164495,,
27121,Pope County,"Pope County, MN",2006,9.62,185354,17835,167519,,
27121,Pope County,"Pope County, MN",2007,8.64,195333,16881,178452,,
27121,Pope County,"Pope County, MN",2008,16.79,215779,36220,179559,,
27121,Pope County,"Pope County, MN",2009,8.53,191270,16313,174957,,
27121,Pope County,"Pope County, MN",2010,11.45,210375,24098,186277,,
27121,Pope County,"Pope County, MN",2011,12.84,230956,29647,201309,,
27121,Pope County,"Pope County, MN",2012,23.65,284781,67338,217443,,
27121,Pope County,"Pope County, MN",2013,21.91,294439,64521,229918,,
27121,Pope County,"Pope County, MN",2014,11.37,280032,31853,248179,,
27121,Pope County,"Pope County, MN",2015,8.66,296017,25632,270385,,
27123,Ramsey County,"Ramsey County, MN",2002,0.00,18562872,919,18561953,,
27123,Ramsey County,"Ramsey County, MN",2003,0.01,19335568,1188,19334380,,
27123,Ramsey County,"Ramsey County, MN",2004,0.01,20287767,1077,20286690,,
27123,Ramsey County,"Ramsey County, MN",2005,0.01,20552949,1137,20551812,,
27123,Ramsey County,"Ramsey County, MN",2006,0.01,20911708,1210,20910498,,
27123,Ramsey County,"Ramsey County, MN",2007,0.00,21923060,908,21922152,,
27123,Ramsey County,"Ramsey County, MN",2008,0.01,22282169,1326,22280843,,
27123,Ramsey County,"Ramsey County, MN",2009,0.01,21545797,1553,21544244,,
27123,Ramsey County,"Ramsey County, MN",2010,0.01,22257002,1680,22255322,,
27123,Ramsey County,"Ramsey County, MN",2011,0.01,23261369,1772,23259597,,
27123,Ramsey County,"Ramsey County, MN",2012,0.01,23794440,2029,23792411,,
27123,Ramsey County,"Ramsey County, MN",2013,0.01,24804290,1584,24802706,,
27123,Ramsey County,"Ramsey County, MN",2014,0.00,25980148,1179,25978969,,
27123,Ramsey County,"Ramsey County, MN",2015,0.00,27044594,997,27043597,,
27125,Red Lake County,"Red Lake County, MN",2002,-0.74,44735,-332,45067,,
27125,Red Lake County,"Red Lake County, MN",2003,21.50,59615,12820,46795,,
27125,Red Lake County,"Red Lake County, MN",2004,5.77,52731,3043,49688,,
27125,Red Lake County,"Red Lake County, MN",2005,9.80,55626,5454,50172,,
27125,Red Lake County,"Red Lake County, MN",2006,10.57,57490,6077,51413,,
27125,Red Lake County,"Red Lake County, MN",2007,15.82,60525,9575,50950,,
27125,Red Lake County,"Red Lake County, MN",2008,26.43,72196,19078,53118,,
27125,Red Lake County,"Red Lake County, MN",2009,8.64,57222,4945,52277,,
27125,Red Lake County,"Red Lake County, MN",2010,14.86,63255,9402,53853,,
27125,Red Lake County,"Red Lake County, MN",2011,24.24,73355,17780,55575,,
27125,Red Lake County,"Red Lake County, MN",2012,34.36,86500,29718,56782,,
27125,Red Lake County,"Red Lake County, MN",2013,33.67,87535,29475,58060,,
27125,Red Lake County,"Red Lake County, MN",2014,19.48,73891,14397,59494,,
27125,Red Lake County,"Red Lake County, MN",2015,26.15,83335,21795,61540,,
27127,Redwood County,"Redwood County, MN",2002,12.57,267810,33662,234148,,
27127,Redwood County,"Redwood County, MN",2003,16.24,286335,46512,239823,,
27127,Redwood County,"Redwood County, MN",2004,22.24,327342,72785,254557,,
27127,Redwood County,"Redwood County, MN",2005,25.95,352044,91344,260700,,
27127,Redwood County,"Redwood County, MN",2006,23.12,343582,79439,264143,,
27127,Redwood County,"Redwood County, MN",2007,22.20,355466,78921,276545,,
27127,Redwood County,"Redwood County, MN",2008,26.87,404330,108650,295680,,
27127,Redwood County,"Redwood County, MN",2009,20.36,403389,82137,321252,,
27127,Redwood County,"Redwood County, MN",2010,24.49,435600,106671,328929,,
27127,Redwood County,"Redwood County, MN",2011,23.80,468146,111429,356717,,
27127,Redwood County,"Redwood County, MN",2012,28.37,497563,141167,356396,,
27127,Redwood County,"Redwood County, MN",2013,24.94,504461,125833,378628,,
27127,Redwood County,"Redwood County, MN",2014,14.71,539532,79371,460161,,
27127,Redwood County,"Redwood County, MN",2015,14.72,554485,81605,472880,,
27129,Renville County,"Renville County, MN",2002,16.04,290900,46646,244254,,
27129,Renville County,"Renville County, MN",2003,17.74,309018,54816,254202,,
27129,Renville County,"Renville County, MN",2004,20.16,328963,66317,262646,,
27129,Renville County,"Renville County, MN",2005,27.55,353559,97411,256148,,
27129,Renville County,"Renville County, MN",2006,26.03,362880,94447,268433,,
27129,Renville County,"Renville County, MN",2007,25.75,377168,97138,280030,,
27129,Renville County,"Renville County, MN",2008,34.29,440286,150988,289298,,
27129,Renville County,"Renville County, MN",2009,24.38,374604,91335,283269,,
27129,Renville County,"Renville County, MN",2010,26.47,407574,107904,299670,,
27129,Renville County,"Renville County, MN",2011,26.01,419542,109114,310428,,
27129,Renville County,"Renville County, MN",2012,36.41,499372,181808,317564,,
27129,Renville County,"Renville County, MN",2013,36.58,504675,184608,320067,,
27129,Renville County,"Renville County, MN",2014,23.26,428556,99669,328887,,
27129,Renville County,"Renville County, MN",2015,21.58,431414,93099,338315,,
27131,Rice County,"Rice County, MN",2002,0.42,1046640,4348,1042292,,
27131,Rice County,"Rice County, MN",2003,1.19,1077448,12872,1064576,,
27131,Rice County,"Rice County, MN",2004,2.79,1096092,30527,1065565,,
27131,Rice County,"Rice County, MN",2005,3.48,1093655,38096,1055559,,
27131,Rice County,"Rice County, MN",2006,3.30,1137714,37489,1100225,,
27131,Rice County,"Rice County, MN",2007,1.90,1171381,22305,1149076,,
27131,Rice County,"Rice County, MN",2008,2.54,1221308,31017,1190291,,
27131,Rice County,"Rice County, MN",2009,2.13,1215562,25898,1189664,,
27131,Rice County,"Rice County, MN",2010,3.14,1248979,39271,1209708,,
27131,Rice County,"Rice County, MN",2011,3.90,1266978,49474,1217504,,
27131,Rice County,"Rice County, MN",2012,5.37,1378426,74060,1304366,,
27131,Rice County,"Rice County, MN",2013,4.73,1407147,66553,1340594,,
27131,Rice County,"Rice County, MN",2014,3.12,1447880,45137,1402743,,
27131,Rice County,"Rice County, MN",2015,2.28,1515841,34586,1481255,,
27133,Rock County,"Rock County, MN",2002,11.82,161546,19099,142447,,
27133,Rock County,"Rock County, MN",2003,16.14,165063,26638,138425,,
27133,Rock County,"Rock County, MN",2004,25.71,184077,47331,136746,,
27133,Rock County,"Rock County, MN",2005,29.81,219861,65543,154318,,
27133,Rock County,"Rock County, MN",2006,22.89,219950,50337,169613,,
27133,Rock County,"Rock County, MN",2007,24.11,229269,55276,173993,,
27133,Rock County,"Rock County, MN",2008,31.99,243267,77827,165440,,
27133,Rock County,"Rock County, MN",2009,22.33,204884,45743,159141,,
27133,Rock County,"Rock County, MN",2010,31.17,242542,75593,166949,,
27133,Rock County,"Rock County, MN",2011,37.56,284208,106746,177462,,
27133,Rock County,"Rock County, MN",2012,39.44,288969,113974,174995,,
27133,Rock County,"Rock County, MN",2013,35.15,281042,98800,182242,,
27133,Rock County,"Rock County, MN",2014,36.89,308519,113804,194715,,
27133,Rock County,"Rock County, MN",2015,35.25,306883,108166,198717,,
27135,Roseau County,"Roseau County, MN",2002,-0.57,362010,-2065,364075,,
27135,Roseau County,"Roseau County, MN",2003,11.67,427102,49831,377271,,
27135,Roseau County,"Roseau County, MN",2004,0.87,428473,3745,424728,,
27135,Roseau County,"Roseau County, MN",2005,1.66,463114,7691,455423,,
27135,Roseau County,"Roseau County, MN",2006,3.43,442102,15156,426946,,
27135,Roseau County,"Roseau County, MN",2007,3.93,440553,17311,423242,,
27135,Roseau County,"Roseau County, MN",2008,9.80,493695,48404,445291,,
27135,Roseau County,"Roseau County, MN",2009,-1.54,410527,-6319,416846,,
27135,Roseau County,"Roseau County, MN",2010,2.22,440613,9784,430829,,
27135,Roseau County,"Roseau County, MN",2011,5.11,497561,25410,472151,,
27135,Roseau County,"Roseau County, MN",2012,11.33,539877,61179,478698,,
27135,Roseau County,"Roseau County, MN",2013,12.34,485442,59919,425523,,
27135,Roseau County,"Roseau County, MN",2014,5.67,483461,27401,456060,,
27135,Roseau County,"Roseau County, MN",2015,7.04,514662,36230,478432,,
27137,St. Louis County,"St. Louis County, MN",2002,0.10,4160052,4286,4155766,,
27137,St. Louis County,"St. Louis County, MN",2003,0.21,4241987,8983,4233004,,
27137,St. Louis County,"St. Louis County, MN",2004,0.36,4481450,16060,4465390,,
27137,St. Louis County,"St. Louis County, MN",2005,0.42,4508694,19146,4489548,,
27137,St. Louis County,"St. Louis County, MN",2006,0.40,4705434,18769,4686665,,
27137,St. Louis County,"St. Louis County, MN",2007,0.36,4932977,17821,4915156,,
27137,St. Louis County,"St. Louis County, MN",2008,0.54,5280073,28610,5251463,,
27137,St. Louis County,"St. Louis County, MN",2009,0.33,5072356,16853,5055503,,
27137,St. Louis County,"St. Louis County, MN",2010,0.32,5533681,17688,5515993,,
27137,St. Louis County,"St. Louis County, MN",2011,0.42,5864910,24387,5840523,,
27137,St. Louis County,"St. Louis County, MN",2012,0.60,5887220,35213,5852007,,
27137,St. Louis County,"St. Louis County, MN",2013,0.57,5859954,33178,5826776,,
27137,St. Louis County,"St. Louis County, MN",2014,0.40,5981003,24094,5956909,,
27137,St. Louis County,"St. Louis County, MN",2015,0.32,6060069,19325,6040744,,
27139,Scott County,"Scott County, MN",2002,0.34,1932377,6578,1925799,,
27139,Scott County,"Scott County, MN",2003,0.60,2059253,12264,2046989,,
27139,Scott County,"Scott County, MN",2004,0.58,2268273,13102,2255171,,
27139,Scott County,"Scott County, MN",2005,0.64,2352294,15004,2337290,,
27139,Scott County,"Scott County, MN",2006,1.00,2445812,24535,2421277,,
27139,Scott County,"Scott County, MN",2007,0.80,2464482,19751,2444731,,
27139,Scott County,"Scott County, MN",2008,0.44,2536507,11142,2525365,,
27139,Scott County,"Scott County, MN",2009,0.25,2377966,5874,2372092,,
27139,Scott County,"Scott County, MN",2010,0.20,2500137,4909,2495228,,
27139,Scott County,"Scott County, MN",2011,0.32,2642232,8403,2633829,,
27139,Scott County,"Scott County, MN",2012,0.40,2818379,11321,2807058,,
27139,Scott County,"Scott County, MN",2013,0.43,2956366,12598,2943768,,
27139,Scott County,"Scott County, MN",2014,0.16,3219493,5154,3214339,,
27139,Scott County,"Scott County, MN",2015,0.18,3392056,6198,3385858,,
27141,Sherburne County,"Sherburne County, MN",2002,2.54,1006037,25583,980454,,
27141,Sherburne County,"Sherburne County, MN",2003,2.85,1092256,31181,1061075,,
27141,Sherburne County,"Sherburne County, MN",2004,4.18,1181081,49347,1131734,,
27141,Sherburne County,"Sherburne County, MN",2005,4.61,1211081,55774,1155307,,
27141,Sherburne County,"Sherburne County, MN",2006,3.93,1258695,49520,1209175,,
27141,Sherburne County,"Sherburne County, MN",2007,3.82,1277288,48749,1228539,,
27141,Sherburne County,"Sherburne County, MN",2008,5.60,1247921,69932,1177989,,
27141,Sherburne County,"Sherburne County, MN",2009,3.85,1197682,46064,1151618,,
27141,Sherburne County,"Sherburne County, MN",2010,4.54,1232266,55946,1176320,,
27141,Sherburne County,"Sherburne County, MN",2011,4.97,1350525,67141,1283384,,
27141,Sherburne County,"Sherburne County, MN",2012,6.69,1437768,96195,1341573,,
27141,Sherburne County,"Sherburne County, MN",2013,5.72,1527023,87352,1439671,,
27141,Sherburne County,"Sherburne County, MN",2014,3.76,1594280,59996,1534284,,
27141,Sherburne County,"Sherburne County, MN",2015,3.35,1629847,54617,1575230,,
27143,Sibley County,"Sibley County, MN",2002,1.18,174634,2052,172582,,
27143,Sibley County,"Sibley County, MN",2003,1.31,187228,2447,184781,,
27143,Sibley County,"Sibley County, MN",2004,0.93,207778,1935,205843,,
27143,Sibley County,"Sibley County, MN",2005,0.66,213238,1410,211828,,
27143,Sibley County,"Sibley County, MN",2006,1.02,207747,2122,205625,,
27143,Sibley County,"Sibley County, MN",2007,1.43,208367,2974,205393,,
27143,Sibley County,"Sibley County, MN",2008,0.84,231799,1947,229852,,
27143,Sibley County,"Sibley County, MN",2009,0.65,220148,1433,218715,,
27143,Sibley County,"Sibley County, MN",2010,1.61,245296,3950,241346,,
27143,Sibley County,"Sibley County, MN",2011,1.73,268482,4641,263841,,
27143,Sibley County,"Sibley County, MN",2012,1.25,305320,3811,301509,,
27143,Sibley County,"Sibley County, MN",2013,1.29,290506,3742,286764,,
27143,Sibley County,"Sibley County, MN",2014,1.60,265435,4237,261198,,
27143,Sibley County,"Sibley County, MN",2015,1.77,262606,4636,257970,,
27145,Stearns County,"Stearns County, MN",2002,1.71,3333256,57008,3276248,,
27145,Stearns County,"Stearns County, MN",2003,2.58,3388716,87443,3301273,,
27145,Stearns County,"Stearns County, MN",2004,3.38,3618896,122311,3496585,,
27145,Stearns County,"Stearns County, MN",2005,3.24,3722368,120553,3601815,,
27145,Stearns County,"Stearns County, MN",2006,2.77,3858485,106897,3751588,,
27145,Stearns County,"Stearns County, MN",2007,2.80,4058625,113653,3944972,,
27145,Stearns County,"Stearns County, MN",2008,4.26,4245568,180678,4064890,,
27145,Stearns County,"Stearns County, MN",2009,2.17,4110798,89012,4021786,,
27145,Stearns County,"Stearns County, MN",2010,3.30,4236512,139738,4096774,,
27145,Stearns County,"Stearns County, MN",2011,4.05,4538728,183937,4354791,,
27145,Stearns County,"Stearns County, MN",2012,5.15,4795202,246720,4548482,,
27145,Stearns County,"Stearns County, MN",2013,4.53,5029506,227662,4801844,,
27145,Stearns County,"Stearns County, MN",2014,4.58,5386104,246885,5139219,,
27145,Stearns County,"Stearns County, MN",2015,3.42,5521805,188628,5333177,,
27147,Steele County,"Steele County, MN",2002,1.99,834354,16580,817774,,
27147,Steele County,"Steele County, MN",2003,1.67,854344,14262,840082,,
27147,Steele County,"Steele County, MN",2004,2.75,937990,25813,912177,,
27147,Steele County,"Steele County, MN",2005,3.50,971746,34004,937742,,
27147,Steele County,"Steele County, MN",2006,2.60,1046017,27171,1018846,,
27147,Steele County,"Steele County, MN",2007,2.81,1062733,29816,1032917,,
27147,Steele County,"Steele County, MN",2008,3.07,1156782,35498,1121284,,
27147,Steele County,"Steele County, MN",2009,1.58,1087302,17183,1070119,,
27147,Steele County,"Steele County, MN",2010,2.82,1113925,31369,1082556,,
27147,Steele County,"Steele County, MN",2011,4.58,1154882,52929,1101953,,
27147,Steele County,"Steele County, MN",2012,6.90,1220301,84221,1136080,,
27147,Steele County,"Steele County, MN",2013,7.05,1270538,89536,1181002,,
27147,Steele County,"Steele County, MN",2014,3.02,1239211,37368,1201843,,
27147,Steele County,"Steele County, MN",2015,2.15,1236015,26519,1209496,,
27149,Stevens County,"Stevens County, MN",2002,8.54,233303,19934,213369,,
27149,Stevens County,"Stevens County, MN",2003,12.26,251888,30891,220997,,
27149,Stevens County,"Stevens County, MN",2004,15.21,278344,42342,236002,,
27149,Stevens County,"Stevens County, MN",2005,17.47,288372,50371,238001,,
27149,Stevens County,"Stevens County, MN",2006,16.57,292280,48435,243845,,
27149,Stevens County,"Stevens County, MN",2007,19.86,308864,61337,247527,,
27149,Stevens County,"Stevens County, MN",2008,23.31,332103,77421,254682,,
27149,Stevens County,"Stevens County, MN",2009,11.96,279269,33407,245862,,
27149,Stevens County,"Stevens County, MN",2010,19.73,312215,61589,250626,,
27149,Stevens County,"Stevens County, MN",2011,20.73,346972,71939,275033,,
27149,Stevens County,"Stevens County, MN",2012,29.79,460503,137174,323329,,
27149,Stevens County,"Stevens County, MN",2013,27.94,428218,119656,308562,,
27149,Stevens County,"Stevens County, MN",2014,22.55,422245,95207,327038,,
27149,Stevens County,"Stevens County, MN",2015,16.17,370587,59930,310657,,
27151,Swift County,"Swift County, MN",2002,6.12,202543,12398,190145,,
27151,Swift County,"Swift County, MN",2003,6.30,189404,11931,177473,,
27151,Swift County,"Swift County, MN",2004,9.89,217783,21541,196242,,
27151,Swift County,"Swift County, MN",2005,16.21,230221,37317,192904,,
27151,Swift County,"Swift County, MN",2006,10.81,241700,26134,215566,,
27151,Swift County,"Swift County, MN",2007,7.72,227891,17598,210293,,
27151,Swift County,"Swift County, MN",2008,20.78,236983,49249,187734,,
27151,Swift County,"Swift County, MN",2009,11.73,212516,24925,187591,,
27151,Swift County,"Swift County, MN",2010,16.92,232872,39404,193468,,
27151,Swift County,"Swift County, MN",2011,17.12,265280,45425,219855,,
27151,Swift County,"Swift County, MN",2012,26.87,318054,85446,232608,,
27151,Swift County,"Swift County, MN",2013,23.05,292586,67447,225139,,
27151,Swift County,"Swift County, MN",2014,13.58,301916,41007,260909,,
27151,Swift County,"Swift County, MN",2015,15.46,335122,51804,283318,,
27153,Todd County,"Todd County, MN",2002,2.82,250740,7060,243680,,
27153,Todd County,"Todd County, MN",2003,5.02,274166,13756,260410,,
27153,Todd County,"Todd County, MN",2004,8.11,302591,24540,278051,,
27153,Todd County,"Todd County, MN",2005,9.61,310785,29880,280905,,
27153,Todd County,"Todd County, MN",2006,8.12,316032,25657,290375,,
27153,Todd County,"Todd County, MN",2007,6.59,337006,22192,314814,,
27153,Todd County,"Todd County, MN",2008,9.29,406438,37754,368684,,
27153,Todd County,"Todd County, MN",2009,3.91,392716,15362,377354,,
27153,Todd County,"Todd County, MN",2010,8.07,424907,34283,390624,,
27153,Todd County,"Todd County, MN",2011,11.17,433303,48395,384908,,
27153,Todd County,"Todd County, MN",2012,13.51,479711,64817,414894,,
27153,Todd County,"Todd County, MN",2013,13.57,466902,63339,403563,,
27153,Todd County,"Todd County, MN",2014,13.85,465593,64502,401091,,
27153,Todd County,"Todd County, MN",2015,12.32,455804,56166,399638,,
27155,Traverse County,"Traverse County, MN",2002,14.78,52530,7763,44767,,
27155,Traverse County,"Traverse County, MN",2003,18.83,55755,10498,45257,,
27155,Traverse County,"Traverse County, MN",2004,24.78,62230,15421,46809,,
27155,Traverse County,"Traverse County, MN",2005,24.28,63047,15308,47739,,
27155,Traverse County,"Traverse County, MN",2006,25.20,65179,16427,48752,,
27155,Traverse County,"Traverse County, MN",2007,31.04,69060,21437,47623,,
27155,Traverse County,"Traverse County, MN",2008,43.36,84111,36469,47642,,
27155,Traverse County,"Traverse County, MN",2009,31.72,72442,22975,49467,,
27155,Traverse County,"Traverse County, MN",2010,37.70,84500,31853,52647,,
27155,Traverse County,"Traverse County, MN",2011,40.35,87722,35392,52330,,
27155,Traverse County,"Traverse County, MN",2012,65.73,155316,102082,53234,,
27155,Traverse County,"Traverse County, MN",2013,63.45,151418,96068,55350,,
27155,Traverse County,"Traverse County, MN",2014,39.07,96853,37844,59009,,
27155,Traverse County,"Traverse County, MN",2015,46.67,124902,58298,66604,,
27157,Wabasha County,"Wabasha County, MN",2002,4.20,325911,13679,312232,,
27157,Wabasha County,"Wabasha County, MN",2003,7.36,357206,26276,330930,,
27157,Wabasha County,"Wabasha County, MN",2004,9.98,382031,38112,343919,,
27157,Wabasha County,"Wabasha County, MN",2005,9.71,367661,35689,331972,,
27157,Wabasha County,"Wabasha County, MN",2006,6.67,347984,23194,324790,,
27157,Wabasha County,"Wabasha County, MN",2007,8.13,344347,27996,316351,,
27157,Wabasha County,"Wabasha County, MN",2008,11.14,366613,40857,325756,,
27157,Wabasha County,"Wabasha County, MN",2009,5.18,340997,17648,323349,,
27157,Wabasha County,"Wabasha County, MN",2010,8.09,372468,30124,342344,,
27157,Wabasha County,"Wabasha County, MN",2011,14.63,410145,60010,350135,,
27157,Wabasha County,"Wabasha County, MN",2012,16.51,437709,72252,365457,,
27157,Wabasha County,"Wabasha County, MN",2013,16.55,434769,71944,362825,,
27157,Wabasha County,"Wabasha County, MN",2014,14.70,444137,65269,378868,,
27157,Wabasha County,"Wabasha County, MN",2015,10.45,436036,45584,390452,,
