id,County,County_State,Year,GDP_Growth_Percentage
27079,Le Sueur County,"Le Sueur County, MN",2013,2.5
27079,Le Sueur County,"Le Sueur County, MN",2014,9.2
27079,Le Sueur County,"Le Sueur County, MN",2015,-6.5
27081,Lincoln County,"Lincoln County, MN",2002,-16.1
27081,Lincoln County,"Lincoln County, MN",2003,13.2
27081,Lincoln County,"Lincoln County, MN",2004,10.7
27081,Lincoln County,"Lincoln County, MN",2005,12.3
27081,Lincoln County,"Lincoln County, MN",2006,16.6
27081,Lincoln County,"Lincoln County, MN",2007,8.9
27081,Lincoln County,"Lincoln County, MN",2008,5.6
27081,Lincoln County,"Lincoln County, MN",2009,22.8
27081,Lincoln County,"Lincoln County, MN",2010,5.1
27081,Lincoln County,"Lincoln County, MN",2011,10.3
27081,Lincoln County,"Lincoln County, MN",2012,2.8
27081,Lincoln County,"Lincoln County, MN",2013,-0.9
27081,Lincoln County,"Lincoln County, MN",2014,-4.1
27081,Lincoln County,"Lincoln County, MN",2015,4.6
27083,Lyon County,"Lyon County, MN",2002,2.2
27083,Lyon County,"Lyon County, MN",2003,-4.7
27083,Lyon County,"Lyon County, MN",2004,9.3
27083,Lyon County,"Lyon County, MN",2005,5.6
27083,Lyon County,"Lyon County, MN",2006,3.7
27083,Lyon County,"Lyon County, MN",2007,3.5
27083,Lyon County,"Lyon County, MN",2008,6.9
27083,Lyon County,"Lyon County, MN",2009,2.1
27083,Lyon County,"Lyon County, MN",2010,1.2
27083,Lyon County,"Lyon County, MN",2011,3.3
27083,Lyon County,"Lyon County, MN",2012,0.5
27083,Lyon County,"Lyon County, MN",2013,6.8
27083,Lyon County,"Lyon County, MN",2014,3.5
27083,Lyon County,"Lyon County, MN",2015,9.5
27085,McLeod County,"McLeod County, MN",2002,7.3
27085,McLeod County,"McLeod County, MN",2003,6.9
27085,McLeod County,"McLeod County, MN",2004,5.4
27085,McLeod County,"McLeod County, MN",2005,4.6
27085,McLeod County,"McLeod County, MN",2006,7.2
27085,McLeod County,"McLeod County, MN",2007,0.6
27085,McLeod County,"McLeod County, MN",2008,0.2
27085,McLeod County,"McLeod County, MN",2009,-3.3
27085,McLeod County,"McLeod County, MN",2010,4.9
27085,McLeod County,"McLeod County, MN",2011,0.8
27085,McLeod County,"McLeod County, MN",2012,3.9
27085,McLeod County,"McLeod County, MN",2013,2.1
27085,McLeod County,"McLeod County, MN",2014,5.1
27085,McLeod County,"McLeod County, MN",2015,5.9
27087,Mahnomen County,"Mahnomen County, MN",2002,8.4
27087,Mahnomen County,"Mahnomen County, MN",2003,9.8
27087,Mahnomen County,"Mahnomen County, MN",2004,-8.6
27087,Mahnomen County,"Mahnomen County, MN",2005,10
27087,Mahnomen County,"Mahnomen County, MN",2006,9.5
27087,Mahnomen County,"Mahnomen County, MN",2007,5
27087,Mahnomen County,"Mahnomen County, MN",2008,2.2
27087,Mahnomen County,"Mahnomen County, MN",2009,-8.4
27087,Mahnomen County,"Mahnomen County, MN",2010,-0.7
27087,Mahnomen County,"Mahnomen County, MN",2011,10.6
27087,Mahnomen County,"Mahnomen County, MN",2012,10.1
27087,Mahnomen County,"Mahnomen County, MN",2013,5.5
27087,Mahnomen County,"Mahnomen County, MN",2014,-15
27087,Mahnomen County,"Mahnomen County, MN",2015,18.5
27089,Marshall County,"Marshall County, MN",2002,10.5
27089,Marshall County,"Marshall County, MN",2003,57.4
27089,Marshall County,"Marshall County, MN",2004,-34.5
27089,Marshall County,"Marshall County, MN",2005,11.2
27089,Marshall County,"Marshall County, MN",2006,20.1
27089,Marshall County,"Marshall County, MN",2007,21.5
27089,Marshall County,"Marshall County, MN",2008,33.3
27089,Marshall County,"Marshall County, MN",2009,-39.7
27089,Marshall County,"Marshall County, MN",2010,19.9
27089,Marshall County,"Marshall County, MN",2011,13.1
27089,Marshall County,"Marshall County, MN",2012,26.3
27089,Marshall County,"Marshall County, MN",2013,-1.7
27089,Marshall County,"Marshall County, MN",2014,-21.5
27089,Marshall County,"Marshall County, MN",2015,2.7
27091,Martin County,"Martin County, MN",2002,7.7
27091,Martin County,"Martin County, MN",2003,7
27091,Martin County,"Martin County, MN",2004,17.1
27091,Martin County,"Martin County, MN",2005,7.4
27091,Martin County,"Martin County, MN",2006,9
27091,Martin County,"Martin County, MN",2007,-1.3
27091,Martin County,"Martin County, MN",2008,2.2
27091,Martin County,"Martin County, MN",2009,-7.2
27091,Martin County,"Martin County, MN",2010,6.8
27091,Martin County,"Martin County, MN",2011,7.5
27091,Martin County,"Martin County, MN",2012,2.8
27091,Martin County,"Martin County, MN",2013,-1.9
27091,Martin County,"Martin County, MN",2014,3.3
27091,Martin County,"Martin County, MN",2015,-4.2
27093,Meeker County,"Meeker County, MN",2002,10.4
27093,Meeker County,"Meeker County, MN",2003,-2.1
27093,Meeker County,"Meeker County, MN",2004,15
27093,Meeker County,"Meeker County, MN",2005,2.7
27093,Meeker County,"Meeker County, MN",2006,9.8
27093,Meeker County,"Meeker County, MN",2007,4.5
27093,Meeker County,"Meeker County, MN",2008,4.7
27093,Meeker County,"Meeker County, MN",2009,-10.4
27093,Meeker County,"Meeker County, MN",2010,11.5
27093,Meeker County,"Meeker County, MN",2011,2.5
27093,Meeker County,"Meeker County, MN",2012,7.1
27093,Meeker County,"Meeker County, MN",2013,-0.6
27093,Meeker County,"Meeker County, MN",2014,6.6
27093,Meeker County,"Meeker County, MN",2015,4.3
27095,Mille Lacs County,"Mille Lacs County, MN",2002,5.7
27095,Mille Lacs County,"Mille Lacs County, MN",2003,-1.6
27095,Mille Lacs County,"Mille Lacs County, MN",2004,6.4
27095,Mille Lacs County,"Mille Lacs County, MN",2005,-0.3
27095,Mille Lacs County,"Mille Lacs County, MN",2006,5.7
27095,Mille Lacs County,"Mille Lacs County, MN",2007,2.9
27095,Mille Lacs County,"Mille Lacs County, MN",2008,-1
27095,Mille Lacs County,"Mille Lacs County, MN",2009,-1.8
27095,Mille Lacs County,"Mille Lacs County, MN",2010,4.5
27095,Mille Lacs County,"Mille Lacs County, MN",2011,1.7
27095,Mille Lacs County,"Mille Lacs County, MN",2012,6.6
27095,Mille Lacs County,"Mille Lacs County, MN",2013,5.2
27095,Mille Lacs County,"Mille Lacs County, MN",2014,4
27095,Mille Lacs County,"Mille Lacs County, MN",2015,3.5
27097,Morrison County,"Morrison County, MN",2002,6.2
27097,Morrison County,"Morrison County, MN",2003,5.5
27097,Morrison County,"Morrison County, MN",2004,13.3
27097,Morrison County,"Morrison County, MN",2005,2.5
27097,Morrison County,"Morrison County, MN",2006,6.6
27097,Morrison County,"Morrison County, MN",2007,5.9
27097,Morrison County,"Morrison County, MN",2008,6.2
27097,Morrison County,"Morrison County, MN",2009,-4.9
27097,Morrison County,"Morrison County, MN",2010,6.8
27097,Morrison County,"Morrison County, MN",2011,2.7
27097,Morrison County,"Morrison County, MN",2012,4.4
27097,Morrison County,"Morrison County, MN",2013,2.4
27097,Morrison County,"Morrison County, MN",2014,7.6
27097,Morrison County,"Morrison County, MN",2015,2.1
27099,Mower County,"Mower County, MN",2002,9.9
27099,Mower County,"Mower County, MN",2003,-4.9
27099,Mower County,"Mower County, MN",2004,9.3
27099,Mower County,"Mower County, MN",2005,2.1
27099,Mower County,"Mower County, MN",2006,9.5
27099,Mower County,"Mower County, MN",2007,8.1
27099,Mower County,"Mower County, MN",2008,2.9
27099,Mower County,"Mower County, MN",2009,3.1
27099,Mower County,"Mower County, MN",2010,6.2
27099,Mower County,"Mower County, MN",2011,7
27099,Mower County,"Mower County, MN",2012,5.5
27099,Mower County,"Mower County, MN",2013,6.1
27099,Mower County,"Mower County, MN",2014,-3.7
27099,Mower County,"Mower County, MN",2015,6.1
27101,Murray County,"Murray County, MN",2002,10.6
27101,Murray County,"Murray County, MN",2003,-4.1
27101,Murray County,"Murray County, MN",2004,16.1
27101,Murray County,"Murray County, MN",2005,8.9
27101,Murray County,"Murray County, MN",2006,7.3
27101,Murray County,"Murray County, MN",2007,15.1
27101,Murray County,"Murray County, MN",2008,11.7
27101,Murray County,"Murray County, MN",2009,7.4
27101,Murray County,"Murray County, MN",2010,1.6
27101,Murray County,"Murray County, MN",2011,14.3
27101,Murray County,"Murray County, MN",2012,-1.2
27101,Murray County,"Murray County, MN",2013,7.4
27101,Murray County,"Murray County, MN",2014,-1.9
27101,Murray County,"Murray County, MN",2015,11.1
27103,Nicollet County,"Nicollet County, MN",2002,1.1
27103,Nicollet County,"Nicollet County, MN",2003,2.5
27103,Nicollet County,"Nicollet County, MN",2004,11.1
27103,Nicollet County,"Nicollet County, MN",2005,3.2
27103,Nicollet County,"Nicollet County, MN",2006,13.8
27103,Nicollet County,"Nicollet County, MN",2007,0.2
27103,Nicollet County,"Nicollet County, MN",2008,8.4
27103,Nicollet County,"Nicollet County, MN",2009,-9.7
27103,Nicollet County,"Nicollet County, MN",2010,10.2
27103,Nicollet County,"Nicollet County, MN",2011,2.1
27103,Nicollet County,"Nicollet County, MN",2012,1.9
27103,Nicollet County,"Nicollet County, MN",2013,3.1
27103,Nicollet County,"Nicollet County, MN",2014,5.1
27103,Nicollet County,"Nicollet County, MN",2015,-0.1
27105,Nobles County,"Nobles County, MN",2002,8.5
27105,Nobles County,"Nobles County, MN",2003,2.1
27105,Nobles County,"Nobles County, MN",2004,11.7
27105,Nobles County,"Nobles County, MN",2005,3.7
27105,Nobles County,"Nobles County, MN",2006,3
27105,Nobles County,"Nobles County, MN",2007,12.2
27105,Nobles County,"Nobles County, MN",2008,13.6
27105,Nobles County,"Nobles County, MN",2009,15.8
27105,Nobles County,"Nobles County, MN",2010,-5.2
27105,Nobles County,"Nobles County, MN",2011,-4.9
27105,Nobles County,"Nobles County, MN",2012,4.4
27105,Nobles County,"Nobles County, MN",2013,1.8
27105,Nobles County,"Nobles County, MN",2014,6.3
27105,Nobles County,"Nobles County, MN",2015,2.8
27107,Norman County,"Norman County, MN",2002,-14.4
27107,Norman County,"Norman County, MN",2003,51.6
27107,Norman County,"Norman County, MN",2004,-25.8
27107,Norman County,"Norman County, MN",2005,7.1
27107,Norman County,"Norman County, MN",2006,20.3
27107,Norman County,"Norman County, MN",2007,10.7
27107,Norman County,"Norman County, MN",2008,17.6
27107,Norman County,"Norman County, MN",2009,-36.3
27107,Norman County,"Norman County, MN",2010,19.3
27107,Norman County,"Norman County, MN",2011,8.1
27107,Norman County,"Norman County, MN",2012,12.7
27107,Norman County,"Norman County, MN",2013,-6.5
27107,Norman County,"Norman County, MN",2014,-26.5
27107,Norman County,"Norman County, MN",2015,2.5
27109,Olmsted County,"Olmsted County, MN",2002,7.3
27109,Olmsted County,"Olmsted County, MN",2003,8.1
27109,Olmsted County,"Olmsted County, MN",2004,3.2
27109,Olmsted County,"Olmsted County, MN",2005,5.4
27109,Olmsted County,"Olmsted County, MN",2006,4.3
27109,Olmsted County,"Olmsted County, MN",2007,2.9
27109,Olmsted County,"Olmsted County, MN",2008,3.6
27109,Olmsted County,"Olmsted County, MN",2009,2.4
27109,Olmsted County,"Olmsted County, MN",2010,6
27109,Olmsted County,"Olmsted County, MN",2011,-0.5
27109,Olmsted County,"Olmsted County, MN",2012,4.6
27109,Olmsted County,"Olmsted County, MN",2013,4.5
27109,Olmsted County,"Olmsted County, MN",2014,1.9
27109,Olmsted County,"Olmsted County, MN",2015,5
27111,Otter Tail County,"Otter Tail County, MN",2002,6.4
27111,Otter Tail County,"Otter Tail County, MN",2003,4.6
27111,Otter Tail County,"Otter Tail County, MN",2004,5.1
27111,Otter Tail County,"Otter Tail County, MN",2005,2.1
27111,Otter Tail County,"Otter Tail County, MN",2006,6.7
27111,Otter Tail County,"Otter Tail County, MN",2007,4.1
27111,Otter Tail County,"Otter Tail County, MN",2008,7.5
27111,Otter Tail County,"Otter Tail County, MN",2009,-3.6
27111,Otter Tail County,"Otter Tail County, MN",2010,4.4
27111,Otter Tail County,"Otter Tail County, MN",2011,4.8
27111,Otter Tail County,"Otter Tail County, MN",2012,2.9
27111,Otter Tail County,"Otter Tail County, MN",2013,6.7
27111,Otter Tail County,"Otter Tail County, MN",2014,4.9
27111,Otter Tail County,"Otter Tail County, MN",2015,-1
27113,Pennington County,"Pennington County, MN",2002,5.3
27113,Pennington County,"Pennington County, MN",2003,10.9
27113,Pennington County,"Pennington County, MN",2004,0.9
27113,Pennington County,"Pennington County, MN",2005,10.4
27113,Pennington County,"Pennington County, MN",2006,6.2
27113,Pennington County,"Pennington County, MN",2007,6.2
27113,Pennington County,"Pennington County, MN",2008,7.4
27113,Pennington County,"Pennington County, MN",2009,-4.1
27113,Pennington County,"Pennington County, MN",2010,13.4
27113,Pennington County,"Pennington County, MN",2011,7.3
27113,Pennington County,"Pennington County, MN",2012,12.8
27113,Pennington County,"Pennington County, MN",2013,17.6
27113,Pennington County,"Pennington County, MN",2014,2.8
27113,Pennington County,"Pennington County, MN",2015,13.4
27115,Pine County,"Pine County, MN",2002,7.9
27115,Pine County,"Pine County, MN",2003,0.9
27115,Pine County,"Pine County, MN",2004,9
27115,Pine County,"Pine County, MN",2005,-2.8
27115,Pine County,"Pine County, MN",2006,15.3
27115,Pine County,"Pine County, MN",2007,2.5
27115,Pine County,"Pine County, MN",2008,-3.6
27115,Pine County,"Pine County, MN",2009,4.5
27115,Pine County,"Pine County, MN",2010,0.9
27115,Pine County,"Pine County, MN",2011,3
27115,Pine County,"Pine County, MN",2012,-2.4
27115,Pine County,"Pine County, MN",2013,5.3
27115,Pine County,"Pine County, MN",2014,4.5
27115,Pine County,"Pine County, MN",2015,0.2
27117,Pipestone County,"Pipestone County, MN",2002,-9.8
27117,Pipestone County,"Pipestone County, MN",2003,1.7
27117,Pipestone County,"Pipestone County, MN",2004,20.4
27117,Pipestone County,"Pipestone County, MN",2005,11
27117,Pipestone County,"Pipestone County, MN",2006,7.6
27117,Pipestone County,"Pipestone County, MN",2007,3.4
27117,Pipestone County,"Pipestone County, MN",2008,6.8
27117,Pipestone County,"Pipestone County, MN",2009,4.9
27117,Pipestone County,"Pipestone County, MN",2010,8.9
27117,Pipestone County,"Pipestone County, MN",2011,12.3
27117,Pipestone County,"Pipestone County, MN",2012,-1.4
27117,Pipestone County,"Pipestone County, MN",2013,-0.7
27117,Pipestone County,"Pipestone County, MN",2014,17.7
27117,Pipestone County,"Pipestone County, MN",2015,-6.3
27119,Polk County,"Polk County, MN",2002,6.3
27119,Polk County,"Polk County, MN",2003,23.7
27119,Polk County,"Polk County, MN",2004,-10.6
27119,Polk County,"Polk County, MN",2005,8.4
27119,Polk County,"Polk County, MN",2006,18
27119,Polk County,"Polk County, MN",2007,5.3
27119,Polk County,"Polk County, MN",2008,19.5
27119,Polk County,"Polk County, MN",2009,-12.5
27119,Polk County,"Polk County, MN",2010,5.8
27119,Polk County,"Polk County, MN",2011,6
27119,Polk County,"Polk County, MN",2012,6.5
27119,Polk County,"Polk County, MN",2013,7.3
27119,Polk County,"Polk County, MN",2014,-12.5
27119,Polk County,"Polk County, MN",2015,-0.2
27121,Pope County,"Pope County, MN",2002,6.9
27121,Pope County,"Pope County, MN",2003,14
27121,Pope County,"Pope County, MN",2004,17.5
27121,Pope County,"Pope County, MN",2005,7.8
27121,Pope County,"Pope County, MN",2006,-4.3
27121,Pope County,"Pope County, MN",2007,7.1
27121,Pope County,"Pope County, MN",2008,18.6
27121,Pope County,"Pope County, MN",2009,-7.8
27121,Pope County,"Pope County, MN",2010,11.4
27121,Pope County,"Pope County, MN",2011,6.9
27121,Pope County,"Pope County, MN",2012,15.7
27121,Pope County,"Pope County, MN",2013,6.7
27121,Pope County,"Pope County, MN",2014,-3.4
27121,Pope County,"Pope County, MN",2015,1.5
27123,Ramsey County,"Ramsey County, MN",2002,4.5
27123,Ramsey County,"Ramsey County, MN",2003,7.7
27123,Ramsey County,"Ramsey County, MN",2004,3.4
27123,Ramsey County,"Ramsey County, MN",2005,4.1
27123,Ramsey County,"Ramsey County, MN",2006,1.5
27123,Ramsey County,"Ramsey County, MN",2007,2.8
27123,Ramsey County,"Ramsey County, MN",2008,1.7
27123,Ramsey County,"Ramsey County, MN",2009,-0.8
27123,Ramsey County,"Ramsey County, MN",2010,4.1
27123,Ramsey County,"Ramsey County, MN",2011,3.1
27123,Ramsey County,"Ramsey County, MN",2012,0.1
27123,Ramsey County,"Ramsey County, MN",2013,5.1
27123,Ramsey County,"Ramsey County, MN",2014,4.9
27123,Ramsey County,"Ramsey County, MN",2015,5.3
27125,Red Lake County,"Red Lake County, MN",2002,-0.4
27125,Red Lake County,"Red Lake County, MN",2003,30.1
27125,Red Lake County,"Red Lake County, MN",2004,-18.4
27125,Red Lake County,"Red Lake County, MN",2005,6.2
27125,Red Lake County,"Red Lake County, MN",2006,14.1
27125,Red Lake County,"Red Lake County, MN",2007,11.6
27125,Red Lake County,"Red Lake County, MN",2008,13.5
27125,Red Lake County,"Red Lake County, MN",2009,-7.2
27125,Red Lake County,"Red Lake County, MN",2010,-3.4
27125,Red Lake County,"Red Lake County, MN",2011,15.4
27125,Red Lake County,"Red Lake County, MN",2012,12.1
27125,Red Lake County,"Red Lake County, MN",2013,2.8
27125,Red Lake County,"Red Lake County, MN",2014,-11.2
27125,Red Lake County,"Red Lake County, MN",2015,16.4
27127,Redwood County,"Redwood County, MN",2002,5.6
27127,Redwood County,"Redwood County, MN",2003,-2
27127,Redwood County,"Redwood County, MN",2004,11.9
27127,Redwood County,"Redwood County, MN",2005,2.1
27127,Redwood County,"Redwood County, MN",2006,9.6
27127,Redwood County,"Redwood County, MN",2007,8.4
27127,Redwood County,"Redwood County, MN",2008,12.7
27127,Redwood County,"Redwood County, MN",2009,1.5
27127,Redwood County,"Redwood County, MN",2010,1
27127,Redwood County,"Redwood County, MN",2011,2.4
27127,Redwood County,"Redwood County, MN",2012,3.9
27127,Redwood County,"Redwood County, MN",2013,2.3
27127,Redwood County,"Redwood County, MN",2014,6.8
27127,Redwood County,"Redwood County, MN",2015,2.6
27129,Renville County,"Renville County, MN",2002,29.7
27129,Renville County,"Renville County, MN",2003,-10.8
27129,Renville County,"Renville County, MN",2004,8.1
27129,Renville County,"Renville County, MN",2005,6.4
27129,Renville County,"Renville County, MN",2006,9.3
27129,Renville County,"Renville County, MN",2007,6.9
27129,Renville County,"Renville County, MN",2008,10.1
27129,Renville County,"Renville County, MN",2009,-7
27129,Renville County,"Renville County, MN",2010,-0.5
27129,Renville County,"Renville County, MN",2011,-0.2
27129,Renville County,"Renville County, MN",2012,14.5
27129,Renville County,"Renville County, MN",2013,10
27129,Renville County,"Renville County, MN",2014,-7.4
27129,Renville County,"Renville County, MN",2015,1.1
27131,Rice County,"Rice County, MN",2002,6.8
27131,Rice County,"Rice County, MN",2003,2.3
27131,Rice County,"Rice County, MN",2004,4
27131,Rice County,"Rice County, MN",2005,2.8
27131,Rice County,"Rice County, MN",2006,11.8
27131,Rice County,"Rice County, MN",2007,17.2
27131,Rice County,"Rice County, MN",2008,-10.9
27131,Rice County,"Rice County, MN",2009,2.2
27131,Rice County,"Rice County, MN",2010,1.1
27131,Rice County,"Rice County, MN",2011,0.8
27131,Rice County,"Rice County, MN",2012,6.2
27131,Rice County,"Rice County, MN",2013,4.7
27131,Rice County,"Rice County, MN",2014,3.3
27131,Rice County,"Rice County, MN",2015,4.7
27133,Rock County,"Rock County, MN",2002,4.6
27133,Rock County,"Rock County, MN",2003,-10.5
27133,Rock County,"Rock County, MN",2004,19.6
27133,Rock County,"Rock County, MN",2005,5.4
27133,Rock County,"Rock County, MN",2006,8.2
27133,Rock County,"Rock County, MN",2007,9.3
27133,Rock County,"Rock County, MN",2008,1.4
27133,Rock County,"Rock County, MN",2009,-3.7
27133,Rock County,"Rock County, MN",2010,12
27133,Rock County,"Rock County, MN",2011,18.9
27133,Rock County,"Rock County, MN",2012,-3
27133,Rock County,"Rock County, MN",2013,7.3
27133,Rock County,"Rock County, MN",2014,21.9
27133,Rock County,"Rock County, MN",2015,0.3
27135,Roseau County,"Roseau County, MN",2002,1.5
27135,Roseau County,"Roseau County, MN",2003,27.1
27135,Roseau County,"Roseau County, MN",2004,-5.3
27135,Roseau County,"Roseau County, MN",2005,2.3
27135,Roseau County,"Roseau County, MN",2006,2.6
27135,Roseau County,"Roseau County, MN",2007,1.8
27135,Roseau County,"Roseau County, MN",2008,15.2
27135,Roseau County,"Roseau County, MN",2009,-6.2
27135,Roseau County,"Roseau County, MN",2010,11.6
27135,Roseau County,"Roseau County, MN",2011,-12.3
27135,Roseau County,"Roseau County, MN",2012,15.4
27135,Roseau County,"Roseau County, MN",2013,10.2
27135,Roseau County,"Roseau County, MN",2014,11.4
27135,Roseau County,"Roseau County, MN",2015,27.4
27137,St. Louis County,"St. Louis County, MN",2002,8.1
27137,St. Louis County,"St. Louis County, MN",2003,3.7
27137,St. Louis County,"St. Louis County, MN",2004,11
27137,St. Louis County,"St. Louis County, MN",2005,6.8
27137,St. Louis County,"St. Louis County, MN",2006,5
27137,St. Louis County,"St. Louis County, MN",2007,0.2
27137,St. Louis County,"St. Louis County, MN",2008,4.6
27137,St. Louis County,"St. Louis County, MN",2009,-3.2
27137,St. Louis County,"St. Louis County, MN",2010,12.7
27137,St. Louis County,"St. Louis County, MN",2011,8.5
27137,St. Louis County,"St. Louis County, MN",2012,-4.2
27137,St. Louis County,"St. Louis County, MN",2013,5.5
27137,St. Louis County,"St. Louis County, MN",2014,0.6
27137,St. Louis County,"St. Louis County, MN",2015,-10.6
27139,Scott County,"Scott County, MN",2002,3.2
27139,Scott County,"Scott County, MN",2003,8.2
27139,Scott County,"Scott County, MN",2004,12.3
27139,Scott County,"Scott County, MN",2005,8.6
27139,Scott County,"Scott County, MN",2006,5.4
27139,Scott County,"Scott County, MN",2007,-0.7
27139,Scott County,"Scott County, MN",2008,0.8
27139,Scott County,"Scott County, MN",2009,-3
27139,Scott County,"Scott County, MN",2010,4.4
27139,Scott County,"Scott County, MN",2011,14.5
27139,Scott County,"Scott County, MN",2012,1
27139,Scott County,"Scott County, MN",2013,1.7
27139,Scott County,"Scott County, MN",2014,6.7
27139,Scott County,"Scott County, MN",2015,4.4
27141,Sherburne County,"Sherburne County, MN",2002,1.8
27141,Sherburne County,"Sherburne County, MN",2003,4.4
27141,Sherburne County,"Sherburne County, MN",2004,10
27141,Sherburne County,"Sherburne County, MN",2005,0
27141,Sherburne County,"Sherburne County, MN",2006,11.6
27141,Sherburne County,"Sherburne County, MN",2007,3
27141,Sherburne County,"Sherburne County, MN",2008,-0.1
27141,Sherburne County,"Sherburne County, MN",2009,4.4
27141,Sherburne County,"Sherburne County, MN",2010,1.3
27141,Sherburne County,"Sherburne County, MN",2011,5.4
27141,Sherburne County,"Sherburne County, MN",2012,-8.3
27141,Sherburne County,"Sherburne County, MN",2013,9.9
27141,Sherburne County,"Sherburne County, MN",2014,11.1
27141,Sherburne County,"Sherburne County, MN",2015,0.2
27143,Sibley County,"Sibley County, MN",2002,23.2
27143,Sibley County,"Sibley County, MN",2003,-7.1
27143,Sibley County,"Sibley County, MN",2004,9.8
27143,Sibley County,"Sibley County, MN",2005,-1.4
27143,Sibley County,"Sibley County, MN",2006,8.7
27143,Sibley County,"Sibley County, MN",2007,3.1
27143,Sibley County,"Sibley County, MN",2008,7.2
27143,Sibley County,"Sibley County, MN",2009,3.1
27143,Sibley County,"Sibley County, MN",2010,4.6
27143,Sibley County,"Sibley County, MN",2011,7.1
27143,Sibley County,"Sibley County, MN",2012,7.4
27143,Sibley County,"Sibley County, MN",2013,-0.8
27143,Sibley County,"Sibley County, MN",2014,-1.9
27143,Sibley County,"Sibley County, MN",2015,0.9
27145,Stearns County,"Stearns County, MN",2002,5.5
27145,Stearns County,"Stearns County, MN",2003,0.3
27145,Stearns County,"Stearns County, MN",2004,6.3
27145,Stearns County,"Stearns County, MN",2005,4.3
27145,Stearns County,"Stearns County, MN",2006,6.3
27145,Stearns County,"Stearns County, MN",2007,4.3
27145,Stearns County,"Stearns County, MN",2008,4.4
27145,Stearns County,"Stearns County, MN",2009,0
27145,Stearns County,"Stearns County, MN",2010,1.4
27145,Stearns County,"Stearns County, MN",2011,5.9
27145,Stearns County,"Stearns County, MN",2012,2.2
27145,Stearns County,"Stearns County, MN",2013,6.2
27145,Stearns County,"Stearns County, MN",2014,6.3
27145,Stearns County,"Stearns County, MN",2015,2.8
27147,Steele County,"Steele County, MN",2002,-0.5
27147,Steele County,"Steele County, MN",2003,3.1
27147,Steele County,"Steele County, MN",2004,14.3
27147,Steele County,"Steele County, MN",2005,6.8
27147,Steele County,"Steele County, MN",2006,3.9
27147,Steele County,"Steele County, MN",2007,4.6
27147,Steele County,"Steele County, MN",2008,3.3
27147,Steele County,"Steele County, MN",2009,-4
27147,Steele County,"Steele County, MN",2010,3.2
27147,Steele County,"Steele County, MN",2011,4.7
27147,Steele County,"Steele County, MN",2012,6.5
27147,Steele County,"Steele County, MN",2013,8.4
27147,Steele County,"Steele County, MN",2014,-0.2
27147,Steele County,"Steele County, MN",2015,2
27149,Stevens County,"Stevens County, MN",2002,7
27149,Stevens County,"Stevens County, MN",2003,2.2
27149,Stevens County,"Stevens County, MN",2004,9.5
27149,Stevens County,"Stevens County, MN",2005,-4.7
27149,Stevens County,"Stevens County, MN",2006,6.4
27149,Stevens County,"Stevens County, MN",2007,15.8
27149,Stevens County,"Stevens County, MN",2008,7.6
27149,Stevens County,"Stevens County, MN",2009,-15.9
27149,Stevens County,"Stevens County, MN",2010,13.9
27149,Stevens County,"Stevens County, MN",2011,6.1
27149,Stevens County,"Stevens County, MN",2012,23.2
27149,Stevens County,"Stevens County, MN",2013,-2.3
27149,Stevens County,"Stevens County, MN",2014,5.5
27149,Stevens County,"Stevens County, MN",2015,-12.6
27151,Swift County,"Swift County, MN",2002,12.4
27151,Swift County,"Swift County, MN",2003,-3.4
27151,Swift County,"Swift County, MN",2004,14.2
27151,Swift County,"Swift County, MN",2005,10.4
27151,Swift County,"Swift County, MN",2006,8.7
27151,Swift County,"Swift County, MN",2007,-3.5
27151,Swift County,"Swift County, MN",2008,11.4
27151,Swift County,"Swift County, MN",2009,-5.7
27151,Swift County,"Swift County, MN",2010,10.2
27151,Swift County,"Swift County, MN",2011,8.1
27151,Swift County,"Swift County, MN",2012,13.1
27151,Swift County,"Swift County, MN",2013,-3
27151,Swift County,"Swift County, MN",2014,4.7
27151,Swift County,"Swift County, MN",2015,8.8
27153,Todd County,"Todd County, MN",2002,7.9
27153,Todd County,"Todd County, MN",2003,7.3
27153,Todd County,"Todd County, MN",2004,9.1
27153,Todd County,"Todd County, MN",2005,3.5
27153,Todd County,"Todd County, MN",2006,10.4
27153,Todd County,"Todd County, MN",2007,6.6
27153,Todd County,"Todd County, MN",2008,12.7
27153,Todd County,"Todd County, MN",2009,-3.6
27153,Todd County,"Todd County, MN",2010,5.9
27153,Todd County,"Todd County, MN",2011,3.1
27153,Todd County,"Todd County, MN",2012,8.2
27153,Todd County,"Todd County, MN",2013,2
27153,Todd County,"Todd County, MN",2014,6.2
27153,Todd County,"Todd County, MN",2015,-3.2
27155,Traverse County,"Traverse County, MN",2002,12.4
27155,Traverse County,"Traverse County, MN",2003,-1.1
27155,Traverse County,"Traverse County, MN",2004,8.8
27155,Traverse County,"Traverse County, MN",2005,-1.9
27155,Traverse County,"Traverse County, MN",2006,18.6
27155,Traverse County,"Traverse County, MN",2007,14.4
27155,Traverse County,"Traverse County, MN",2008,8.9
27155,Traverse County,"Traverse County, MN",2009,-2.8
27155,Traverse County,"Traverse County, MN",2010,6.7
27155,Traverse County,"Traverse County, MN",2011,2.5
27155,Traverse County,"Traverse County, MN",2012,62.4
27155,Traverse County,"Traverse County, MN",2013,2.6
27155,Traverse County,"Traverse County, MN",2014,-28
27155,Traverse County,"Traverse County, MN",2015,30.3
