id,County,County_State,Year,GDP_Growth_Percentage
27157,Wabasha County,"Wabasha County, MN",2002,10.8
27157,Wabasha County,"Wabasha County, MN",2003,23.1
27157,Wabasha County,"Wabasha County, MN",2004,22.3
27157,Wabasha County,"Wabasha County, MN",2005,-16.1
27157,Wabasha County,"Wabasha County, MN",2006,-3.5
27157,Wabasha County,"Wabasha County, MN",2007,-2.5
27157,Wabasha County,"Wabasha County, MN",2008,2.4
27157,Wabasha County,"Wabasha County, MN",2009,-9.5
27157,Wabasha County,"Wabasha County, MN",2010,14.7
27157,Wabasha County,"Wabasha County, MN",2011,4.7
27157,Wabasha County,"Wabasha County, MN",2012,0.6
27157,Wabasha County,"Wabasha County, MN",2013,7.6
27157,Wabasha County,"Wabasha County, MN",2014,2
27157,Wabasha County,"Wabasha County, MN",2015,-2.3
27159,Wadena County,"Wadena County, MN",2002,9.7
27159,Wadena County,"Wadena County, MN",2003,-2.5
27159,Wadena County,"Wadena County, MN",2004,5.6
27159,Wadena County,"Wadena County, MN",2005,2.4
27159,Wadena County,"Wadena County, MN",2006,4.3
27159,Wadena County,"Wadena County, MN",2007,1.4
27159,Wadena County,"Wadena County, MN",2008,1.6
27159,Wadena County,"Wadena County, MN",2009,-2.3
27159,Wadena County,"Wadena County, MN",2010,2.4
27159,Wadena County,"Wadena County, MN",2011,5.4
27159,Wadena County,"Wadena County, MN",2012,2.9
27159,Wadena County,"Wadena County, MN",2013,4.7
27159,Wadena County,"Wadena County, MN",2014,1.3
27159,Wadena County,"Wadena County, MN",2015,5.5
27161,Waseca County,"Waseca County, MN",2002,6.4
27161,Waseca County,"Waseca County, MN",2003,-6.6
27161,Waseca County,"Waseca County, MN",2004,10.4
27161,Waseca County,"Waseca County, MN",2005,5.7
27161,Waseca County,"Waseca County, MN",2006,3.4
27161,Waseca County,"Waseca County, MN",2007,10.9
27161,Waseca County,"Waseca County, MN",2008,4.9
27161,Waseca County,"Waseca County, MN",2009,-5.4
27161,Waseca County,"Waseca County, MN",2010,10.7
27161,Waseca County,"Waseca County, MN",2011,7.8
27161,Waseca County,"Waseca County, MN",2012,5.2
27161,Waseca County,"Waseca County, MN",2013,6
27161,Waseca County,"Waseca County, MN",2014,7.9
27161,Waseca County,"Waseca County, MN",2015,1.9
27163,Washington County,"Washington County, MN",2002,0.8
27163,Washington County,"Washington County, MN",2003,9.1
27163,Washington County,"Washington County, MN",2004,4.7
27163,Washington County,"Washington County, MN",2005,7.8
27163,Washington County,"Washington County, MN",2006,5.1
27163,Washington County,"Washington County, MN",2007,1
27163,Washington County,"Washington County, MN",2008,9
27163,Washington County,"Washington County, MN",2009,7.3
27163,Washington County,"Washington County, MN",2010,0.2
27163,Washington County,"Washington County, MN",2011,-3.6
27163,Washington County,"Washington County, MN",2012,4.3
27163,Washington County,"Washington County, MN",2013,3.6
27163,Washington County,"Washington County, MN",2014,7.5
27163,Washington County,"Washington County, MN",2015,3.6
27165,Watonwan County,"Watonwan County, MN",2002,3.9
27165,Watonwan County,"Watonwan County, MN",2003,-2.6
27165,Watonwan County,"Watonwan County, MN",2004,17
27165,Watonwan County,"Watonwan County, MN",2005,-2.9
27165,Watonwan County,"Watonwan County, MN",2006,14
27165,Watonwan County,"Watonwan County, MN",2007,1.1
27165,Watonwan County,"Watonwan County, MN",2008,-0.7
27165,Watonwan County,"Watonwan County, MN",2009,1.7
27165,Watonwan County,"Watonwan County, MN",2010,-0.5
27165,Watonwan County,"Watonwan County, MN",2011,10.6
27165,Watonwan County,"Watonwan County, MN",2012,-1.4
27165,Watonwan County,"Watonwan County, MN",2013,-0.7
27165,Watonwan County,"Watonwan County, MN",2014,-4.4
27165,Watonwan County,"Watonwan County, MN",2015,0.7
27167,Wilkin County,"Wilkin County, MN",2002,8.2
27167,Wilkin County,"Wilkin County, MN",2003,19.1
27167,Wilkin County,"Wilkin County, MN",2004,-11.1
27167,Wilkin County,"Wilkin County, MN",2005,0.2
27167,Wilkin County,"Wilkin County, MN",2006,18.8
27167,Wilkin County,"Wilkin County, MN",2007,3.9
27167,Wilkin County,"Wilkin County, MN",2008,16.7
27167,Wilkin County,"Wilkin County, MN",2009,-24.4
27167,Wilkin County,"Wilkin County, MN",2010,28.4
27167,Wilkin County,"Wilkin County, MN",2011,-0.6
27167,Wilkin County,"Wilkin County, MN",2012,26.7
27167,Wilkin County,"Wilkin County, MN",2013,3.2
27167,Wilkin County,"Wilkin County, MN",2014,-23.4
27167,Wilkin County,"Wilkin County, MN",2015,0.3
27169,Winona County,"Winona County, MN",2002,5.1
27169,Winona County,"Winona County, MN",2003,1
27169,Winona County,"Winona County, MN",2004,5.1
27169,Winona County,"Winona County, MN",2005,3.3
27169,Winona County,"Winona County, MN",2006,8.2
27169,Winona County,"Winona County, MN",2007,2.7
27169,Winona County,"Winona County, MN",2008,6
27169,Winona County,"Winona County, MN",2009,-1.1
27169,Winona County,"Winona County, MN",2010,7
27169,Winona County,"Winona County, MN",2011,4.2
27169,Winona County,"Winona County, MN",2012,-0.3
27169,Winona County,"Winona County, MN",2013,0.2
27169,Winona County,"Winona County, MN",2014,5.5
27169,Winona County,"Winona County, MN",2015,2.1
27171,Wright County,"Wright County, MN",2002,8.6
27171,Wright County,"Wright County, MN",2003,4.3
27171,Wright County,"Wright County, MN",2004,10.9
27171,Wright County,"Wright County, MN",2005,4.8
27171,Wright County,"Wright County, MN",2006,6.9
27171,Wright County,"Wright County, MN",2007,4.8
27171,Wright County,"Wright County, MN",2008,2.6
27171,Wright County,"Wright County, MN",2009,-2.6
27171,Wright County,"Wright County, MN",2010,5.4
27171,Wright County,"Wright County, MN",2011,3.4
27171,Wright County,"Wright County, MN",2012,7.3
27171,Wright County,"Wright County, MN",2013,1.3
27171,Wright County,"Wright County, MN",2014,6.1
27171,Wright County,"Wright County, MN",2015,5.7
27173,Yellow Medicine County,"Yellow Medicine County, MN",2002,4.2
27173,Yellow Medicine County,"Yellow Medicine County, MN",2003,-3.3
27173,Yellow Medicine County,"Yellow Medicine County, MN",2004,23.2
27173,Yellow Medicine County,"Yellow Medicine County, MN",2005,6.7
27173,Yellow Medicine County,"Yellow Medicine County, MN",2006,8.2
27173,Yellow Medicine County,"Yellow Medicine County, MN",2007,7.2
27173,Yellow Medicine County,"Yellow Medicine County, MN",2008,7.4
27173,Yellow Medicine County,"Yellow Medicine County, MN",2009,-2.5
27173,Yellow Medicine County,"Yellow Medicine County, MN",2010,4.5
27173,Yellow Medicine County,"Yellow Medicine County, MN",2011,11.5
27173,Yellow Medicine County,"Yellow Medicine County, MN",2012,-2.2
27173,Yellow Medicine County,"Yellow Medicine County, MN",2013,5.2
27173,Yellow Medicine County,"Yellow Medicine County, MN",2014,-2.5
27173,Yellow Medicine County,"Yellow Medicine County, MN",2015,22.4
