County_State,County,State,Median_HV,Median_HI
"Craig County, Virginia",Craig County, Virginia,144200,53464.5
"Culpeper County, Virginia",Culpeper County, Virginia,241300,67566
"Cumberland County, Virginia",Cumberland County, Virginia,137050,45396.5
"Dickenson County, Virginia",Dickenson County, Virginia,78100,46016.5
"Dinwiddie County, Virginia",Dinwiddie County, Virginia,148450,52970
"Essex County, Virginia",Essex County, Virginia,163450,47969
"Fauquier County, Virginia",Fauquier County, Virginia,349400,92764
"Floyd County, Virginia",Floyd County, Virginia,151600,51736
"Fluvanna County, Virginia",Fluvanna County, Virginia,219900,59753.5
"Franklin County, Virginia",Franklin County, Virginia,168000,52482
"Frederick County, Virginia",Frederick County, Virginia,212050,66690
"Giles County, Virginia",Giles County, Virginia,104550,47540
"Gloucester County, Virginia",Gloucester County, Virginia,221650,65710.5
"Goochland County, Virginia",Goochland County, Virginia,307650,81848
"Grayson County, Virginia",Grayson County, Virginia,92400,37359.5
"Greene County, Virginia",Greene County, Virginia,236600,66982.5
"Greensville County, Virginia",Greensville County, Virginia,103950,44924.5
"Halifax County, Virginia",Halifax County, Virginia,105250,45837
"Hanover County, Virginia",Hanover County, Virginia,250800,78971
"Henrico County, Virginia",Henrico County, Virginia,211450,70924
"Henry County, Virginia",Henry County, Virginia,95700,40466
"Highland County, Virginia",Highland County, Virginia,171000,51965
"Isle of Wight County, Virginia",Isle of Wight County, Virginia,222750,69421.5
"James City County, Virginia",James City County, Virginia,328250,85108
"King and Queen County, Virginia",King and Queen County, Virginia,163150,51092
"King George County, Virginia",King George County, Virginia,271350,88776
"King William County, Virginia",King William County, Virginia,199550,66117
"Lancaster County, Virginia",Lancaster County, Virginia,226200,58987
"Lee County, Virginia",Lee County, Virginia,81300,41301.5
"Louisa County, Virginia",Louisa County, Virginia,184450,58281
"Lunenburg County, Virginia",Lunenburg County, Virginia,105250,48084
"Madison County, Virginia",Madison County, Virginia,238900,55158
"Mathews County, Virginia",Mathews County, Virginia,254600,68170
"Mecklenburg County, Virginia",Mecklenburg County, Virginia,126050,43103.5
"Middlesex County, Virginia",Middlesex County, Virginia,247650,58330
"Montgomery County, Virginia",Montgomery County, Virginia,196750,68264
"Nelson County, Virginia",Nelson County, Virginia,198850,55384.5
"New Kent County, Virginia",New Kent County, Virginia,235950,71558
"Northampton County, Virginia",Northampton County, Virginia,163050,47955.5
"Northumberland County, Virginia",Northumberland County, Virginia,236100,55407.5
"Nottoway County, Virginia",Nottoway County, Virginia,131900,50446.5
"Orange County, Virginia",Orange County, Virginia,235900,69378.5
"Page County, Virginia",Page County, Virginia,174750,53694
"Patrick County, Virginia",Patrick County, Virginia,113100,43639
"Pittsylvania County, Virginia",Pittsylvania County, Virginia,109550,46247.5
"Powhatan County, Virginia",Powhatan County, Virginia,252800,77853
"Prince Edward County, Virginia",Prince Edward County, Virginia,149000,48254.5
"Prince George County, Virginia",Prince George County, Virginia,203500,69569.5
"Prince William County, Virginia",Prince William County, Virginia,321250,102112.5
"Pulaski County, Virginia",Pulaski County, Virginia,133800,55678
"Rappahannock County, Virginia",Rappahannock County, Virginia,366900,70498
"Richmond County, Virginia",Richmond County, Virginia,147050,56282.5
"Roanoke County, Virginia",Roanoke County, Virginia,187150,64131.5
"Rockbridge County, Virginia",Rockbridge County, Virginia,187450,54857.5
"Rockingham County, Virginia",Rockingham County, Virginia,193450,58137
"Russell County, Virginia",Russell County, Virginia,101100,44068
"Scott County, Virginia",Scott County, Virginia,92800,47614
"Shenandoah County, Virginia",Shenandoah County, Virginia,196250,56667.5
"Smyth County, Virginia",Smyth County, Virginia,89900,44788.5
"Southampton County, Virginia",Southampton County, Virginia,153500,59595
"Spotsylvania County, Virginia",Spotsylvania County, Virginia,235650,78435.5
"Stafford County, Virginia",Stafford County, Virginia,287750,95938
"Surry County, Virginia",Surry County, Virginia,159700,59519
"Sussex County, Virginia",Sussex County, Virginia,138050,52696
"Tazewell County, Virginia",Tazewell County, Virginia,95700,46869.5
"Warren County, Virginia",Warren County, Virginia,202400,62619.5
"Washington County, Virginia",Washington County, Virginia,130400,51566.5
"Westmoreland County, Virginia",Westmoreland County, Virginia,187900,53120
"Wise County, Virginia",Wise County, Virginia,88250,48351.5
"Wythe County, Virginia",Wythe County, Virginia,122650,49472.5
"York County, Virginia",York County, Virginia,307600,85693
"Alexandria city, Virginia",Alexandria city, Virginia,496950,118598.5
"Bristol city, Virginia",Bristol city, Virginia,113000,45633
"Buena Vista city, Virginia",Buena Vista city, Virginia,108800,33594
"Charlottesville city, Virginia",Charlottesville city, Virginia,278650,74063
"Chesapeake city, Virginia",Chesapeake city, Virginia,246450,71594.5
"Colonial Heights city, Virginia",Colonial Heights city, Virginia,168850,63505.5
"Covington city, Virginia",Covington city, Virginia,67750,41541
"Danville city, Virginia",Danville city, Virginia,87750,44749
"Emporia city, Virginia",Emporia city, Virginia,113850,50821.5
"Fairfax city, Virginia",Fairfax city, Virginia,465500,115304.5
"Franklin city, Virginia",Franklin city, Virginia,176550,48942.5
"Fredericksburg city, Virginia",Fredericksburg city, Virginia,297700,84959.5
"Galax city, Virginia",Galax city, Virginia,96050,39188
"Hampton city, Virginia",Hampton city, Virginia,182650,59335.5
"Harrisonburg city, Virginia",Harrisonburg city, Virginia,204750,58544
"Hopewell city, Virginia",Hopewell city, Virginia,123200,48370
"Lexington city, Virginia",Lexington city, Virginia,231400,42895
"Lynchburg city, Virginia",Lynchburg city, Virginia,146200,55458.5
"Manassas city, Virginia",Manassas city, Virginia,270950,79290.5
"Manassas Park city, Virginia",Manassas Park city, Virginia,203400,64254.5
"Martinsville city, Virginia",Martinsville city, Virginia,88850,42471.5
"Newport News city, Virginia",Newport News city, Virginia,189450,63393
"Norfolk city, Virginia",Norfolk city, Virginia,190650,58647
"Norton city, Virginia",Norton city, Virginia,92850,40636
"Petersburg city, Virginia",Petersburg city, Virginia,111650,45290.5
"Poquoson city, Virginia",Poquoson city, Virginia,297850,79994.5
"Portsmouth city, Virginia",Portsmouth city, Virginia,168250,54739
"Radford city, Virginia",Radford city, Virginia,145100,51012
"Richmond city, Virginia",Richmond city, Virginia,185650,60545
"Roanoke city, Virginia",Roanoke city, Virginia,131600,49857
"Salem city, Virginia",Salem city, Virginia,170400,61345
"Staunton city, Virginia",Staunton city, Virginia,169250,52870.5
"Suffolk city, Virginia",Suffolk city, Virginia,220200,70661
"Virginia Beach city, Virginia",Virginia Beach city, Virginia,261150,74038.5
"Waynesboro city, Virginia",Waynesboro city, Virginia,155300,51268.5
"Williamsburg city, Virginia",Williamsburg city, Virginia,328800,69509
"Winchester city, Virginia",Winchester city, Virginia,214800,64462.5
"Adams County, Washington",Adams County, Washington,130750,53028.5
"Asotin County, Washington",Asotin County, Washington,170500,53425.5
"Benton County, Washington",Benton County, Washington,180800,71568
"Chelan County, Washington",Chelan County, Washington,245800,57786
"Clallam County, Washington",Clallam County, Washington,213550,55300
"Clark County, Washington",Clark County, Washington,230950,67762
"Columbia County, Washington",Columbia County, Washington,151800,48450
"Cowlitz County, Washington",Cowlitz County, Washington,172750,56423.5
"Douglas County, Washington",Douglas County, Washington,196450,56635
"Ferry County, Washington",Ferry County, Washington,178300,45564
"Franklin County, Washington",Franklin County, Washington,163500,62268
"Garfield County, Washington",Garfield County, Washington,142150,52000
"Grant County, Washington",Grant County, Washington,153700,55456
"Grays Harbor County, Washington",Grays Harbor County, Washington,154200,51722
"Island County, Washington",Island County, Washington,289700,67313
"Jefferson County, Washington",Jefferson County, Washington,284450,56103.5
"King County, Washington",King County, Washington,381400,89143
"Kitsap County, Washington",Kitsap County, Washington,253900,70918.5
"Kittitas County, Washington",Kittitas County, Washington,243400,62988.5
"Klickitat County, Washington",Klickitat County, Washington,200050,55025
"Lewis County, Washington",Lewis County, Washington,172050,51409.5
"Lincoln County, Washington",Lincoln County, Washington,141150,48969.5
"Mason County, Washington",Mason County, Washington,205000,53544.5
"Okanogan County, Washington",Okanogan County, Washington,160300,49816.5
"Pacific County, Washington",Pacific County, Washington,156050,43890.5
"Pend Oreille County, Washington",Pend Oreille County, Washington,180250,47336.5
"Pierce County, Washington",Pierce County, Washington,225600,69171
"San Juan County, Washington",San Juan County, Washington,477100,64257.5
"Skagit County, Washington",Skagit County, Washington,249850,64618
"Skamania County, Washington",Skamania County, Washington,241350,62416
"Snohomish County, Washington",Snohomish County, Washington,288200,75677
"Spokane County, Washington",Spokane County, Washington,180300,61660
"Stevens County, Washington",Stevens County, Washington,173000,47746.5
"Thurston County, Washington",Thurston County, Washington,234350,67956.5
"Wahkiakum County, Washington",Wahkiakum County, Washington,177450,54352.5
"Walla Walla County, Washington",Walla Walla County, Washington,188750,58022
"Whatcom County, Washington",Whatcom County, Washington,272600,63006
"Whitman County, Washington",Whitman County, Washington,178750,66940
"Yakima County, Washington",Yakima County, Washington,153800,53484
"Barbour County, West Virginia",Barbour County, West Virginia,93350,46755.5
"Berkeley County, West Virginia",Berkeley County, West Virginia,147850,58667.5
"Boone County, West Virginia",Boone County, West Virginia,79150,49213.5
"Braxton County, West Virginia",Braxton County, West Virginia,84050,47345.5
"Brooke County, West Virginia",Brooke County, West Virginia,83850,54543
"Cabell County, West Virginia",Cabell County, West Virginia,112500,53643.5
"Calhoun County, West Virginia",Calhoun County, West Virginia,75500,43944
"Clay County, West Virginia",Clay County, West Virginia,82600,42131.5
"Doddridge County, West Virginia",Doddridge County, West Virginia,92500,48661
"Fayette County, West Virginia",Fayette County, West Virginia,76950,42701.5
"Gilmer County, West Virginia",Gilmer County, West Virginia,82500,48804.5
"Grant County, West Virginia",Grant County, West Virginia,126150,42296.5
"Greenbrier County, West Virginia",Greenbrier County, West Virginia,105100,45958
"Hampshire County, West Virginia",Hampshire County, West Virginia,125050,43344
"Hancock County, West Virginia",Hancock County, West Virginia,85950,48111
"Hardy County, West Virginia",Hardy County, West Virginia,117150,44648.5
"Harrison County, West Virginia",Harrison County, West Virginia,98900,55214.5
"Jackson County, West Virginia",Jackson County, West Virginia,111400,49589.5
"Jefferson County, West Virginia",Jefferson County, West Virginia,194250,69054
"Kanawha County, West Virginia",Kanawha County, West Virginia,101750,54947.5
"Lewis County, West Virginia",Lewis County, West Virginia,95750,48977
"Lincoln County, West Virginia",Lincoln County, West Virginia,89500,51291.5
"Logan County, West Virginia",Logan County, West Virginia,82550,47470.5
"McDowell County, West Virginia",McDowell County, West Virginia,41400,36507.5
"Marion County, West Virginia",Marion County, West Virginia,102900,55941
"Marshall County, West Virginia",Marshall County, West Virginia,94650,51701
"Mason County, West Virginia",Mason County, West Virginia,79650,43427.5
"Mercer County, West Virginia",Mercer County, West Virginia,88150,47449.5
"Mineral County, West Virginia",Mineral County, West Virginia,118100,51270.5
"Mingo County, West Virginia",Mingo County, West Virginia,71550,48607
"Monongalia County, West Virginia",Monongalia County, West Virginia,160850,64023
"Monroe County, West Virginia",Monroe County, West Virginia,104450,41786
"Morgan County, West Virginia",Morgan County, West Virginia,165050,44643
"Nicholas County, West Virginia",Nicholas County, West Virginia,85500,49007
"Ohio County, West Virginia",Ohio County, West Virginia,104750,53850
"Pendleton County, West Virginia",Pendleton County, West Virginia,101800,41892.5
"Pleasants County, West Virginia",Pleasants County, West Virginia,101350,52911.5
"Pocahontas County, West Virginia",Pocahontas County, West Virginia,126650,42891.5
"Preston County, West Virginia",Preston County, West Virginia,103650,53254
"Putnam County, West Virginia",Putnam County, West Virginia,145200,62295
"Raleigh County, West Virginia",Raleigh County, West Virginia,100600,50196.5
"Randolph County, West Virginia",Randolph County, West Virginia,99700,46271.5
"Ritchie County, West Virginia",Ritchie County, West Virginia,73850,44936.5
"Roane County, West Virginia",Roane County, West Virginia,89800,43646.5
"Summers County, West Virginia",Summers County, West Virginia,86850,46752
"Taylor County, West Virginia",Taylor County, West Virginia,94950,49736.5
"Tucker County, West Virginia",Tucker County, West Virginia,101850,47447
"Tyler County, West Virginia",Tyler County, West Virginia,86250,50235.5
"Upshur County, West Virginia",Upshur County, West Virginia,107500,47360
"Wayne County, West Virginia",Wayne County, West Virginia,84100,44985.5
"Webster County, West Virginia",Webster County, West Virginia,65200,36468
"Wetzel County, West Virginia",Wetzel County, West Virginia,83200,50058
"Wirt County, West Virginia",Wirt County, West Virginia,81550,46907.5
"Wood County, West Virginia",Wood County, West Virginia,105600,50427
"Wyoming County, West Virginia",Wyoming County, West Virginia,65900,45009
"Adams County, Wisconsin",Adams County, Wisconsin,130400,47726.5
"Ashland County, Wisconsin",Ashland County, Wisconsin,109650,48311
"Barron County, Wisconsin",Barron County, Wisconsin,132550,50930.5
"Bayfield County, Wisconsin",Bayfield County, Wisconsin,161300,51139
"Brown County, Wisconsin",Brown County, Wisconsin,156300,65002.5
